sample	long_gene_metastasis_score
TCGA-EE-A29M-06	0.25067789124433126
TCGA-EE-A29N-06	0.7639464539131745
TCGA-EE-A29P-06	1.1234139805381131
TCGA-EE-A29Q-06	0.24494699674859816
TCGA-EE-A29R-06	0.42111034624333504
TCGA-EE-A29S-06	0.3828732147584403
TCGA-EE-A29T-06	1.2706156417197414
TCGA-EE-A29V-06	-2.07164235701783
TCGA-EE-A29W-06	1.3365033569074023
TCGA-EE-A29X-06	0.3223306664637469
TCGA-EE-A2A0-06	1.559207176105902
TCGA-EE-A2A1-06	1.060714384101944
TCGA-EE-A2A2-06	0.5889618394541163
TCGA-EE-A2A5-06	0.8511042403909901
TCGA-EE-A2A6-06	0.5107077966684539
TCGA-EE-A2GB-06	0.55171385022888
TCGA-EE-A2GC-06	0.9294022493781764
TCGA-EE-A2GD-06	0.25344276891086986
TCGA-EE-A2GE-06	1.1090515373569225
TCGA-EE-A2GH-06	0.3160335546695026
TCGA-EE-A2GI-06	0.5568699561592894
TCGA-EE-A2GJ-06	1.1071359284083746
TCGA-EE-A2GK-06	1.4334123975267223
TCGA-EE-A2GL-06	0.8464458252127997
TCGA-EE-A2GM-06	-0.0660111607243472
TCGA-EE-A2GN-06	0.41856607006862007
TCGA-EE-A2GO-06	0.16109349421034133
TCGA-EE-A2GP-06	0.8735448152345877
TCGA-EE-A2GR-06	-0.4205067974308075
TCGA-EE-A2GS-06	0.6109298519054878
TCGA-EE-A2GT-06	0.3475605451197779
TCGA-EE-A2GU-06	0.8806861673900104
TCGA-EE-A2M5-06	0.28408416532927927
TCGA-EE-A2M6-06	0.6937703284802621
TCGA-EE-A2M7-06	1.515822424714592
TCGA-EE-A2M8-06	1.4356386910187862
TCGA-EE-A2MC-06	0.9918112085773559
TCGA-EE-A2MD-06	0.8284874994612857
TCGA-EE-A2ME-06	1.8636502116576013
TCGA-EE-A2MF-06	0.5983162471498085
TCGA-EE-A2MG-06	1.4653614536402526
TCGA-EE-A2MH-06	0.6567655124743152
TCGA-EE-A2MI-06	1.1557306462803285
TCGA-EE-A2MJ-06	1.0784497404086586
TCGA-EE-A2MK-06	0.5156058368253973
TCGA-EE-A2ML-06	0.9133343578123585
TCGA-EE-A2MM-06	0.3441307197021025
TCGA-EE-A2MN-06	0.6503755045417777
TCGA-EE-A2MP-06	0.12113112854234992
TCGA-EE-A2MQ-06	0.5062880028089544
TCGA-EE-A2MR-06	1.4856504890854265
TCGA-EE-A2MS-06	1.0013877722101228
TCGA-EE-A2MT-06	-0.26547667089385263
TCGA-EE-A2MU-06	0.48318577807902374
TCGA-EE-A3AA-06	0.5911313019210452
TCGA-EE-A3AB-06	0.6617927082911914
TCGA-EE-A3AC-06	0.4294120143194337
TCGA-EE-A3AD-06	-1.038868483602485
TCGA-EE-A3AE-06	0.6601459954274319
TCGA-EE-A3AF-06	0.027474381278624727
TCGA-EE-A3AG-06	0.11898575169830226
TCGA-EE-A3AH-06	0.4611822115499975
TCGA-EE-A3J3-06	0.7160709972422079
TCGA-EE-A3J4-06	-0.08018237733519518
TCGA-EE-A3J5-06	0.7008605621272704
TCGA-EE-A3J7-06	0.5654281263035519
TCGA-EE-A3J8-06	0.9262997707641657
TCGA-EE-A3JA-06	1.2501691076254347
TCGA-EE-A3JB-06	1.0530698391175253
