metric	value
observed_rho	0.2899794174018673
empirical_p_two_sided	0.03482587064676617
n_perm	200
null_mean	-0.0020340919795368813
null_sd	0.14316472463532343
null_min	-0.3165306563494483
null_max	0.3039283170552104
