gene_id	logFC	AveExpr	t	P.Value	adj.P.Val	B	length_bp
UBA1	-0.06701881644778034	13.116975475687104	-1.2180103348812585	0.22382405649898593	0.31063767990023194	-6.392776055302775	6064
LOC283174	0.15218357567229496	4.071644608879493	0.646718499606181	0.518126229152114	0.6090292542203748	-6.922131061836901	NA
PWP1	-0.14951668751302896	10.18806955602537	-2.8866061851473592	0.004071468274500656	0.01090649495221229	-3.0176526890281075	2873
PHF20	0.23540995934959358	10.02367463002114	3.943591634164133	9.235123593833487e-5	4.505032107163577e-4	0.48837838158297586	6001
PHF23	-0.3906397461955389	10.363494714587738	-6.40754746408929	3.5626111090285037e-10	1.1019270217454642e-8	12.471992662730182	1978
ABCA10	0.053652173233270796	3.3554651162790696	0.27582488747708567	0.7828023936468623	0.8381590261097737	-7.09240785329553	6362
UBE2H	0.2808981967896601	10.346409302325581	3.6868768390360973	2.5319223175542964e-4	0.0010559749147666774	-0.4577628290823972	5162
ABCA12	-3.171834631019387	2.1783224101479917	-13.424684031017321	4.562964313199993e-35	1.441194728461475e-32	68.86831786146816	9298
ABCA13	0.0042940952678757836	4.045805708245243	0.01783572096791563	0.9857773903046227	0.9898152386356377	-7.1301266906591705	17188
UBE2M	-0.25728981134042106	10.804929386892178	-3.7128071314791478	2.2925947930370997e-4	9.732121189155164e-4	-0.3649169673732535	1159
FAM162A	-0.14451169480925563	9.605785623678647	-1.9060379426923224	0.057247928967624824	0.10044225887878112	-5.328325069712838	5957
FAM162B	0.6982898452157601	2.4753940803382664	5.422425334773368	9.37155791839673e-8	1.37366247683878e-6	7.071947457858776	1531
NAA11	0.6612043334375655	1.501993446088795	2.203926840980271	0.02800801904883108	0.054879945700071785	-4.724162561981975	2031
UBE2A	-0.025319319366270424	10.286853488372094	-0.4368447230075067	0.6624222613411257	0.7374515841026672	-7.0352874554230285	2643
ZNF134	0.3025487414008756	7.694979281183932	3.735750486824232	2.0987538511040555e-4	9.036004272195053e-4	-0.2822543714162	4924
UBE2C	-0.1914498671044402	9.522115010570825	-1.6167613661723086	0.10659307985623481	0.16872443557814193	-5.832389926039268	914
ADAMTS2	-0.19805336147592245	7.39469133192389	-1.0237112680543594	0.3064922558067416	0.40106993939685476	-6.609066197873678	6783
UBE2F	-0.04036159578903472	9.119418604651162	-0.5942046881167964	0.5526578028356646	0.6400206801180153	-6.9545509212978125	4891
UBE2Z	-0.05504172399416284	11.645279704016913	-1.1401532577153028	0.2547964052576686	0.3452215937924393	-6.483922774425654	4250
FGGY	0.1528444418386492	6.537008245243129	1.3968159460145098	0.16312046723049578	0.2398254904479154	-6.160825839691409	5360
IDH3G	-0.2789601599958308	10.376405496828752	-3.9550322989024735	8.817593879050858e-5	4.3372315624298075e-4	0.5319338892983376	1712
UBE2S	-0.2035691109026474	9.68403065539112	-2.059795029670927	0.039961907942281764	0.07410795555464984	-5.027225057540969	2559
RPAIN	-0.11081362309776942	8.972316701902749	-1.6357153780113607	0.10256087021029545	0.16352390373108364	-5.801866056499941	3817
TOP3A	-0.08446971023556392	9.289487526427061	-1.365256239182378	0.17281805763103192	0.251449661457483	-6.204053787114027	6596
UBE2T	0.1033859756097564	8.419329175475687	1.0475491912050785	0.2953785132076531	0.3894434214435655	-6.5845381405184575	1719
UBE2W	0.4371539060871379	8.8548672304439755	5.056924535526997	6.09331253873827e-7	6.579655827497525e-6	5.269729132944077	8459
TOP3B	-0.18255883104023332	8.64881268498943	-2.7315069994484062	0.006538977003318949	0.016227887322833246	-3.4443776366884	4163
PTGFR	0.0412531399833228	3.996150951374207	0.18887528939538986	0.8502711530228492	0.891269046638394	-7.112523557005267	5429
LIPT1	0.22996424848863894	6.666739746300212	2.826489712404215	0.0049043912292239065	0.012745209105818583	-3.1857552579833066	2562
ADAMTS9	0.8282079033771106	7.650413953488372	4.500879000406827	8.520221414252275e-6	6.142937511311648e-5	2.745943733740372	7624
SCG2	0.15666483218678326	7.111533826638477	0.7175994855307088	0.4733567022596735	0.5676409519504145	-6.874029070484619	2434
ILK	-0.033750132895559636	11.47220042283298	-0.5538299658819102	0.5799555476010968	0.6656782384373761	-6.977613490747815	2232
ADAMTS8	-0.049178048780488086	2.5216348837209304	-0.24573710326756132	0.8059917758113941	0.8570250502347752	-7.1002201669930445	3628
SDHAP3	-0.1747496273712736	6.489985623678647	-2.2873423652685165	0.02261421260633112	0.04604138190732395	-4.5395960103095945	728
ARHGEF1	-0.09002317854909322	11.348231078224101	-1.201915364252363	0.22999454035474226	0.3177782729693183	-6.412108864145543	6725
RASL12	0.39527195121951225	6.241012262156448	2.995629918432474	0.002881781247673381	0.008181568748796475	-2.704087251811572	2519
TIMM44	-0.18276248175943297	9.781893234672305	-3.0357536176582496	0.0025309877973260877	0.00732363347133257	-2.5858691363582063	2227
CPXM1	0.056764131227850664	8.448380338266384	0.26282365726562673	0.7928003519907513	0.8459747814691702	-7.095894179950475	2412
PNO1	0.0761719199499687	9.194516067653277	1.3220567272043688	0.1867848586856577	0.267622308213665	-6.261635789262829	2242
CPXM2	-0.16458128778403192	6.795954756871036	-0.6418461802015739	0.5212823909211535	0.6121508643278296	-6.925254313364826	3544
PDE3A	0.22921777673545937	5.9152670190274845	0.8650452516294128	0.38745021135628377	0.48453210380448236	-6.757995960466523	12486
BMP2K	0.24381129612257654	8.324420084566595	2.7734946188641825	0.005763784690104111	0.014590690467057634	-3.331107312887369	8012
MTG1	-0.2142870908901395	8.874396194503172	-3.1542938194572727	0.0017107552738741896	0.0052794897816816405	-2.2277842218573785	3424
C20orf135	-0.23456567646445692	6.7183359408033825	-2.2262125952855194	0.026467789465224163	0.05238064515927722	-4.6755089714137945	NA
C20orf134	-0.647669486137169	4.904083720930233	-4.779611827487147	2.3447974481747633e-6	2.0484549621713995e-5	3.9777519330955844	NA
RABEP2	-0.2833699395455493	8.869197040169134	-3.1608517187197274	0.0016734863814632287	0.005183957059440224	-2.207590083691681	2821
C20orf132	-0.47174810558682506	4.355996828752643	-3.776155006264862	1.794394691234014e-4	7.909591628778166e-4	-0.13551448250073683	NA
SHB	-0.42899905149051487	7.518676321353065	-2.1376995964735057	0.03305050235620086	0.06304546465717108	-4.865912891965198	6035
SRRM3	-0.6063337242026263	6.424011627906976	-3.061500031155294	0.002327023515837754	0.006826046476892172	-2.5092204387106474	3617
LFNG	-0.3405877631853242	7.338775264270613	-2.404632449471443	0.016570075569924993	0.03549588120000627	-4.268745312253023	2445
PENK	0.18431058734625805	1.510894291754757	0.9669974091658051	0.33403687750520705	0.4302918961682762	-6.665162401408285	1488
MORF4L2	0.088773274963519	12.138146723044397	1.4432051646932242	0.14962110872783338	0.22321528656062634	-6.095507509937654	9396
MORF4L1	0.14906266155930814	11.950173361522198	2.750249762588052	0.006182005273880793	0.015503627213042928	-3.3940219066356305	2726
COCH	1.2337149833229106	3.7987484143763215	4.581173612296467	5.9146509007339495e-6	4.4786641951892293e-5	3.093846451535555	3015
NDUFA6	-0.2283559151553055	10.181239957716702	-3.244552265029872	0.001259224004852812	0.004083217187700411	-1.9463185011445159	1256
LOC100124692	0.7545992860120906	1.4099158562367864	2.842665868952238	0.004666291586584495	0.01220686950332848	-3.140862399761151	NA
