category	term	goseq_p	goseq_padj	hyper_p	hyper_padj
GO:0070962	positive regulation of neutrophil mediated killing of bacterium	1.0000000000001308	1	1	1
GO:0070963	positive regulation of neutrophil mediated killing of gram-negative bacterium	1.0000000000001308	1	1	1
GO:0061344	regulation of cell adhesion involved in heart morphogenesis	1.0000000000001381	1	1	1
GO:0120186	negative regulation of protein localization to chromatin	1.0000000000001394	1	1	1
GO:0006499	N-terminal protein myristoylation	1.000000000000142	1	1	1
GO:0018377	protein myristoylation	1.000000000000142	1	1	1
GO:0098838	folate transmembrane transport	1.0000000000001423	1	1	1
GO:0003068	regulation of systemic arterial blood pressure by acetylcholine	1.0000000000001439	1	1	1
GO:0003069	acetylcholine-mediated vasodilation involved in regulation of systemic arterial blood pressure	1.0000000000001439	1	1	1
GO:0003070	regulation of systemic arterial blood pressure by neurotransmitter	1.0000000000001439	1	1	1
GO:0048773	erythrophore differentiation	1.0000000000001439	1	1	1
GO:1905917	positive regulation of cell differentiation involved in phenotypic switching	1.0000000000001439	1	1	1
GO:1905932	positive regulation of vascular associated smooth muscle cell differentiation involved in phenotypic switching	1.0000000000001439	1	1	1
GO:1902605	heterotrimeric G-protein complex assembly	1.000000000000163	1	1	1
GO:0072414	response to mitotic cell cycle checkpoint signaling	1.000000000000167	1	1	1
GO:0072432	response to G1 DNA damage checkpoint signaling	1.000000000000167	1	1	1
GO:0141187	nucleic acid biosynthetic process	1.000000000000197	1	0.9999999999999848	1
GO:1901608	regulation of vesicle transport along microtubule	1.0000000000002025	1	1	1
GO:1901610	positive regulation of vesicle transport along microtubule	1.0000000000002025	1	1	1
GO:0003278	apoptotic process involved in heart morphogenesis	1.000000000000225	1	1	1
GO:1903512	phytanic acid metabolic process	1.0000000000002296	1	1	1
GO:0006780	uroporphyrinogen III biosynthetic process	1.0000000000002336	1	1	1
GO:0046502	uroporphyrinogen III metabolic process	1.0000000000002336	1	1	1
GO:1900248	negative regulation of cytoplasmic translational elongation	1.0000000000002416	1	1	1
GO:0032641	lymphotoxin A production	1.0000000000002451	1	1	1
GO:0032681	regulation of lymphotoxin A production	1.0000000000002451	1	1	1
GO:0032761	positive regulation of lymphotoxin A production	1.0000000000002451	1	1	1
GO:0061015	snRNA import into nucleus	1.0000000000002454	1	1	1
GO:0002174	mammary stem cell proliferation	1.0000000000002573	1	1	1
GO:1903719	regulation of I-kappaB phosphorylation	1.0000000000002573	1	1	1
GO:1903721	positive regulation of I-kappaB phosphorylation	1.0000000000002573	1	1	1
GO:1904675	regulation of somatic stem cell division	1.0000000000002573	1	1	1
GO:1904677	positive regulation of somatic stem cell division	1.0000000000002573	1	1	1
GO:2000101	regulation of mammary stem cell proliferation	1.0000000000002573	1	1	1
GO:2000103	positive regulation of mammary stem cell proliferation	1.0000000000002573	1	1	1
GO:0043949	regulation of cAMP-mediated signaling	1.0000000000002642	1	1	1
GO:0062030	negative regulation of stress granule assembly	1.000000000000265	1	1	1
GO:0003430	growth plate cartilage chondrocyte growth	1.0000000000002849	1	1	1
GO:0061884	regulation of mini excitatory postsynaptic potential	1.0000000000002878	1	1	1
GO:0061885	positive regulation of mini excitatory postsynaptic potential	1.0000000000002878	1	1	1
GO:0098816	mini excitatory postsynaptic potential	1.0000000000002878	1	1	1
GO:0006565	L-serine catabolic process	1.0000000000003106	1	1	1
GO:1903800	positive regulation of miRNA processing	1.000000000000313	1	1	1
GO:0002505	antigen processing and presentation of polysaccharide antigen via MHC class II	1.000000000000322	1	1	1
GO:0002747	antigen processing and presentation following phagocytosis	1.000000000000322	1	1	1
GO:0046754	viral exocytosis	1.000000000000322	1	1	1
GO:0019747	regulation of isoprenoid metabolic process	1.000000000000326	1	1	1
GO:0009057	macromolecule catabolic process	1.0000000000003284	1	0.9999999999999836	1
GO:0090234	regulation of kinetochore assembly	1.0000000000003646	1	1	1
GO:0060677	ureteric bud elongation	1.000000000000368	1	1	1
GO:0140066	peptidyl-lysine crotonylation	1.0000000000003728	1	1	1
GO:1902761	positive regulation of chondrocyte development	1.0000000000003753	1	1	1
GO:1903434	negative regulation of constitutive secretory pathway	1.000000000000381	1	1	1
GO:0007023	post-chaperonin tubulin folding pathway	1.0000000000003904	1	1	1
GO:1902859	propionyl-CoA catabolic process	1.0000000000003904	1	1	1
GO:2000382	positive regulation of mesoderm development	1.000000000000401	1	1	1
GO:0014832	urinary bladder smooth muscle contraction	1.0000000000004161	1	1	1
GO:0010903	negative regulation of very-low-density lipoprotein particle remodeling	1.0000000000004285	1	1	1
GO:0033030	negative regulation of neutrophil apoptotic process	1.0000000000004372	1	1	1
GO:0051391	tRNA acetylation	1.000000000000448	1	1	1
GO:1904812	rRNA acetylation involved in maturation of SSU-rRNA	1.000000000000448	1	1	1
GO:1990882	rRNA acetylation	1.000000000000448	1	1	1
GO:1990884	RNA acetylation	1.000000000000448	1	1	1
GO:0046167	glycerol-3-phosphate biosynthetic process	1.0000000000004658	1	1	1
GO:1902682	protein localization to pericentric heterochromatin	1.0000000000004827	1	1	1
GO:1902525	regulation of protein monoubiquitination	1.000000000000488	1	1	1
GO:0006046	N-acetylglucosamine catabolic process	1.0000000000004907	1	1	1
GO:0090245	axis elongation involved in somitogenesis	1.0000000000004974	1	1	1
GO:0033600	negative regulation of mammary gland epithelial cell proliferation	1.0000000000005105	1	1	1
GO:0048319	axial mesoderm morphogenesis	1.0000000000005214	1	1	1
GO:0046521	sphingoid catabolic process	1.000000000000522	1	1	1
GO:1905364	regulation of endosomal vesicle fusion	1.000000000000522	1	1	1
GO:0045870	positive regulation of single stranded viral RNA replication via double stranded DNA intermediate	1.0000000000005254	1	1	1
GO:0038116	chemokine (C-C motif) ligand 21 signaling pathway	1.0000000000005271	1	1	1
GO:0051695	actin filament uncapping	1.0000000000005311	1	1	1
GO:0071660	positive regulation of IP-10 production	1.0000000000005422	1	1	1
GO:0002583	regulation of antigen processing and presentation of peptide antigen	1.0000000000005471	1	1	1
GO:1990911	response to psychosocial stress	1.0000000000005493	1	1	1
GO:0033037	polysaccharide localization	1.0000000000005564	1	1	1
GO:0002469	myeloid dendritic cell antigen processing and presentation	1.0000000000005578	1	1	1
GO:0002491	antigen processing and presentation of endogenous peptide antigen via MHC class II	1.0000000000005578	1	1	1
GO:0000493	box H/ACA snoRNP assembly	1.0000000000005587	1	1	1
GO:1904580	regulation of intracellular mRNA localization	1.0000000000005669	1	1	1
GO:0110027	negative regulation of DNA strand resection involved in replication fork processing	1.000000000000578	1	1	1
GO:1905167	positive regulation of lysosomal protein catabolic process	1.0000000000005898	1	1	1
GO:1901626	regulation of postsynaptic membrane organization	1.000000000000607	1	1	1
GO:0045141	meiotic telomere clustering	1.0000000000006128	1	1	1
GO:0090220	chromosome localization to nuclear envelope involved in homologous chromosome segregation	1.0000000000006128	1	1	1
GO:0042663	regulation of endodermal cell fate specification	1.0000000000006155	1	1	1
GO:0038035	ligand-independent adenylate cyclase-activating G protein-coupled receptor signaling pathway	1.0000000000006222	1	1	1
GO:1903116	positive regulation of actin filament-based movement	1.0000000000006413	1	1	1
GO:0002457	T cell antigen processing and presentation	1.0000000000006444	1	1	1
GO:1901052	sarcosine metabolic process	1.000000000000664	1	1	1
GO:0043131	erythrocyte enucleation	1.0000000000006684	1	1	1
GO:0043354	enucleate erythrocyte maturation	1.0000000000006684	1	1	1
GO:0090601	enucleation	1.0000000000006684	1	1	1
GO:0051611	regulation of serotonin uptake	1.0000000000006692	1	1	1
GO:0035684	helper T cell extravasation	1.0000000000006701	1	1	1
GO:0014053	negative regulation of gamma-aminobutyric acid secretion	1.0000000000006755	1	1	1
GO:1903726	negative regulation of phospholipid metabolic process	1.0000000000006897	1	1	1
GO:0070202	regulation of establishment of protein localization to chromosome	1.0000000000006914	1	1	1
GO:0070203	regulation of establishment of protein localization to telomere	1.0000000000006914	1	1	1
GO:0061107	seminal vesicle development	1.0000000000006977	1	1	1
GO:1902045	negative regulation of Fas signaling pathway	1.000000000000699	1	1	1
GO:0046668	regulation of retinal cell programmed cell death	1.000000000000707	1	1	1
GO:0044357	regulation of rRNA stability	1.0000000000007112	1	1	1
GO:1902374	regulation of rRNA catabolic process	1.0000000000007112	1	1	1
GO:0070384	Harderian gland development	1.0000000000007168	1	1	1
GO:0043170	macromolecule metabolic process	1.0000000000007219	1	0.9999999999998532	1
GO:0019626	short-chain fatty acid catabolic process	1.0000000000007236	1	1	1
GO:0034373	intermediate-density lipoprotein particle remodeling	1.0000000000007296	1	1	1
GO:0046105	thymidine biosynthetic process	1.0000000000007296	1	1	1
GO:0046120	deoxyribonucleoside biosynthetic process	1.0000000000007296	1	1	1
GO:0046126	pyrimidine deoxyribonucleoside biosynthetic process	1.0000000000007296	1	1	1
GO:0072706	response to sodium dodecyl sulfate	1.0000000000007296	1	1	1
GO:0072707	cellular response to sodium dodecyl sulfate	1.0000000000007296	1	1	1
GO:0042998	positive regulation of Golgi to plasma membrane protein transport	1.0000000000007367	1	1	1
GO:0010835	regulation of protein ADP-ribosylation	1.0000000000007399	1	1	1
GO:0010836	negative regulation of protein ADP-ribosylation	1.0000000000007399	1	1	1
GO:0018057	peptidyl-lysine oxidation	1.000000000000754	1	1	1
GO:0021936	regulation of cerebellar granule cell precursor proliferation	1.0000000000007545	1	1	1
GO:0035965	cardiolipin acyl-chain remodeling	1.0000000000007934	1	1	1
GO:0045719	negative regulation of glycogen biosynthetic process	1.000000000000801	1	1	1
GO:0060151	peroxisome localization	1.0000000000008327	1	1	1
GO:0060152	microtubule-based peroxisome localization	1.0000000000008327	1	1	1
GO:0003400	regulation of COPII vesicle coating	1.0000000000008331	1	1	1
GO:0021776	smoothened signaling pathway involved in spinal cord motor neuron cell fate specification	1.0000000000008435	1	1	1
GO:1904557	L-alanine transmembrane transport	1.0000000000008504	1	1	1
GO:0086053	AV node cell to bundle of His cell communication by electrical coupling	1.0000000000008593	1	1	1
GO:1904340	positive regulation of dopaminergic neuron differentiation	1.0000000000008626	1	1	1
GO:1902267	regulation of polyamine transmembrane transport	1.0000000000008655	1	1	1
GO:0046712	GDP catabolic process	1.000000000000877	1	1	1
GO:0032097	positive regulation of response to food	1.000000000000886	1	1	1
GO:0032100	positive regulation of appetite	1.000000000000886	1	1	1
GO:0032109	positive regulation of response to nutrient levels	1.000000000000886	1	1	1
GO:0141006	transposable element silencing by piRNA-mediated heterochromatin formation	1.0000000000008962	1	1	1
GO:1990575	mitochondrial L-ornithine transmembrane transport	1.0000000000009335	1	1	1
GO:0033396	beta-alanine biosynthetic process via 3-ureidopropionate	1.0000000000009361	1	1	1
GO:0014060	regulation of epinephrine secretion	1.000000000000942	1	1	1
GO:0032811	negative regulation of epinephrine secretion	1.000000000000942	1	1	1
GO:0048242	epinephrine secretion	1.000000000000942	1	1	1
GO:1905258	regulation of nitrosative stress-induced intrinsic apoptotic signaling pathway	1.000000000000949	1	1	1
GO:1905259	negative regulation of nitrosative stress-induced intrinsic apoptotic signaling pathway	1.000000000000949	1	1	1
GO:2000832	negative regulation of steroid hormone secretion	1.000000000000951	1	1	1
GO:2000847	negative regulation of corticosteroid hormone secretion	1.000000000000951	1	1	1
GO:0014849	ureter smooth muscle contraction	1.0000000000009588	1	1	1
GO:0072105	ureteric peristalsis	1.0000000000009588	1	1	1
GO:0003332	negative regulation of extracellular matrix constituent secretion	1.000000000000988	1	1	1
GO:0036112	medium-chain fatty-acyl-CoA metabolic process	1.000000000000989	1	1	1
GO:0071348	cellular response to interleukin-11	1.000000000000993	1	1	1
GO:1905693	regulation of phosphatidic acid biosynthetic process	1.000000000000993	1	1	1
GO:1905694	negative regulation of phosphatidic acid biosynthetic process	1.000000000000993	1	1	1
GO:0090182	regulation of secretion of lysosomal enzymes	1.0000000000010008	1	1	1
GO:0006045	N-acetylglucosamine biosynthetic process	1.0000000000010014	1	1	1
GO:1901073	glucosamine-containing compound biosynthetic process	1.0000000000010014	1	1	1
GO:0070676	intralumenal vesicle formation	1.0000000000010016	1	1	1
GO:0051958	methotrexate transport	1.000000000001005	1	1	1
GO:0016098	monoterpenoid metabolic process	1.0000000000010094	1	1	1
GO:1904980	positive regulation of endosome organization	1.0000000000010143	1	1	1
GO:1902217	erythrocyte apoptotic process	1.0000000000010223	1	1	1
GO:1902823	negative regulation of late endosome to lysosome transport	1.0000000000010227	1	1	1
GO:1903336	negative regulation of vacuolar transport	1.0000000000010227	1	1	1
GO:0002414	immunoglobulin transcytosis in epithelial cells	1.0000000000010254	1	1	1
GO:1900100	positive regulation of plasma cell differentiation	1.0000000000010325	1	1	1
GO:1902608	positive regulation of large conductance calcium-activated potassium channel activity	1.0000000000010378	1	1	1
GO:0007621	negative regulation of female receptivity	1.00000000000104	1	1	1
GO:0006030	chitin metabolic process	1.0000000000010436	1	1	1
GO:0006032	chitin catabolic process	1.0000000000010436	1	1	1
GO:1905072	cardiac jelly development	1.0000000000010467	1	1	1
GO:0036149	phosphatidylinositol acyl-chain remodeling	1.0000000000010592	1	1	1
GO:0062175	brexanolone catabolic process	1.0000000000010618	1	1	1
GO:0070898	RNA polymerase III preinitiation complex assembly	1.0000000000010685	1	1	1
GO:2000182	regulation of progesterone biosynthetic process	1.0000000000010825	1	1	1
GO:0045797	positive regulation of intestinal cholesterol absorption	1.000000000001084	1	1	1
GO:1904480	positive regulation of intestinal absorption	1.000000000001084	1	1	1
GO:1904731	positive regulation of intestinal lipid absorption	1.000000000001084	1	1	1
GO:1904591	positive regulation of protein import	1.0000000000010911	1	1	1
GO:0015694	mercury ion transport	1.0000000000010973	1	1	1
GO:0097080	plasma membrane selenite transport	1.0000000000010973	1	1	1
GO:1990540	mitochondrial manganese ion transmembrane transport	1.0000000000010973	1	1	1
GO:0140568	extraction of mislocalized protein from membrane	1.0000000000010991	1	1	1
GO:0032425	positive regulation of mismatch repair	1.0000000000010993	1	1	1
GO:0006624	vacuolar protein processing	1.0000000000011031	1	1	1
GO:0098907	regulation of SA node cell action potential	1.0000000000011044	1	1	1
GO:0048342	paraxial mesodermal cell differentiation	1.0000000000011053	1	1	1
GO:0048343	paraxial mesodermal cell fate commitment	1.0000000000011053	1	1	1
GO:0032902	nerve growth factor production	1.0000000000011147	1	1	1
GO:0099041	vesicle tethering to Golgi	1.0000000000011262	1	1	1
GO:0002077	acrosome matrix dispersal	1.00000000000114	1	1	1
GO:0003011	involuntary skeletal muscle contraction	1.0000000000011524	1	1	1
GO:1903588	negative regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis	1.0000000000011644	1	1	1
GO:0097647	amylin receptor signaling pathway	1.0000000000011664	1	1	1
GO:1901898	negative regulation of relaxation of cardiac muscle	1.000000000001187	1	1	1
GO:0060510	type II pneumocyte differentiation	1.0000000000011924	1	1	1
GO:0150174	negative regulation of phosphatidylcholine metabolic process	1.000000000001207	1	1	1
GO:0097166	lens epithelial cell proliferation	1.000000000001212	1	1	1
GO:2001109	regulation of lens epithelial cell proliferation	1.000000000001212	1	1	1
GO:2001111	positive regulation of lens epithelial cell proliferation	1.000000000001212	1	1	1
GO:0033603	positive regulation of dopamine secretion	1.000000000001214	1	1	1
GO:0014031	mesenchymal cell development	1.0000000000012215	1	1	1
GO:0008057	eye pigment granule organization	1.000000000001223	1	1	1
GO:1904073	regulation of trophectodermal cell proliferation	1.000000000001224	1	1	1
GO:1904075	positive regulation of trophectodermal cell proliferation	1.000000000001224	1	1	1
GO:0034462	small-subunit processome assembly	1.0000000000012292	1	1	1
GO:0180025	cytosolic small ribosomal subunit assembly	1.0000000000012292	1	1	1
GO:0060183	apelin receptor signaling pathway	1.0000000000012303	1	1	1
GO:0060831	smoothened signaling pathway involved in dorsal/ventral neural tube patterning	1.0000000000012363	1	1	1
GO:1990167	protein K27-linked deubiquitination	1.000000000001248	1	1	1
GO:0019519	pentitol metabolic process	1.0000000000012494	1	1	1
GO:0010808	positive regulation of synaptic vesicle priming	1.0000000000012599	1	1	1
GO:0071000	response to magnetism	1.000000000001279	1	1	1
GO:0071725	response to triacyl bacterial lipopeptide	1.0000000000012839	1	1	1
GO:0071727	cellular response to triacyl bacterial lipopeptide	1.0000000000012839	1	1	1
GO:0097167	circadian regulation of translation	1.0000000000013018	1	1	1
GO:0050748	negative regulation of lipoprotein metabolic process	1.0000000000013074	1	1	1
GO:0030974	thiamine pyrophosphate transmembrane transport	1.0000000000013078	1	1	1
GO:0032752	positive regulation of interleukin-3 production	1.0000000000013185	1	1	1
GO:0018993	somatic sex determination	1.0000000000013212	1	1	1
GO:0002192	IRES-dependent translational initiation of linear mRNA	1.0000000000013265	1	1	1
GO:0110017	cap-independent translational initiation of linear mRNA	1.0000000000013265	1	1	1
GO:0070481	nuclear-transcribed mRNA catabolic process, non-stop decay	1.0000000000013278	1	1	1
GO:0070651	nonfunctional rRNA decay	1.0000000000013278	1	1	1
GO:1902915	negative regulation of protein polyubiquitination	1.0000000000013394	1	1	1
GO:1905319	mesenchymal stem cell migration	1.0000000000013514	1	1	1
GO:1905320	regulation of mesenchymal stem cell migration	1.0000000000013514	1	1	1
GO:1905322	positive regulation of mesenchymal stem cell migration	1.0000000000013514	1	1	1
GO:0043570	maintenance of DNA repeat elements	1.0000000000013585	1	1	1
GO:0036323	vascular endothelial growth factor receptor-1 signaling pathway	1.0000000000013602	1	1	1
GO:0099578	regulation of translation at postsynapse, modulating synaptic transmission	1.0000000000013638	1	1	1
GO:0010898	positive regulation of triglyceride catabolic process	1.0000000000013707	1	1	1
GO:1900060	negative regulation of ceramide biosynthetic process	1.0000000000013727	1	1	1
GO:0072137	condensed mesenchymal cell proliferation	1.0000000000013807	1	1	1
GO:0019695	choline metabolic process	1.0000000000013956	1	1	1
GO:0036378	calcitriol biosynthetic process from calciol	1.0000000000014126	1	1	1
GO:1903373	positive regulation of endoplasmic reticulum tubular network organization	1.0000000000014184	1	1	1
GO:1904803	regulation of translation involved in cellular response to UV	1.00000000000142	1	1	1
GO:0033484	intracellular nitric oxide homeostasis	1.0000000000014264	1	1	1
GO:0030211	heparin proteoglycan catabolic process	1.0000000000014466	1	1	1
GO:0061355	Wnt protein secretion	1.0000000000014624	1	1	1
GO:1903566	positive regulation of protein localization to cilium	1.000000000001463	1	1	1
GO:0000707	meiotic DNA recombinase assembly	1.0000000000014646	1	1	1
GO:0005998	xylulose catabolic process	1.0000000000014646	1	1	1
GO:0007066	female meiosis sister chromatid cohesion	1.0000000000014646	1	1	1
GO:1905704	positive regulation of inhibitory synapse assembly	1.000000000001468	1	1	1
GO:0006722	triterpenoid metabolic process	1.0000000000014775	1	1	1
GO:0048633	positive regulation of skeletal muscle tissue growth	1.0000000000014952	1	1	1
GO:0006529	asparagine biosynthetic process	1.0000000000015015	1	1	1
GO:0002343	peripheral B cell selection	1.0000000000015123	1	1	1
GO:0002344	B cell affinity maturation	1.0000000000015123	1	1	1
GO:0019323	pentose catabolic process	1.000000000001522	1	1	1
GO:0061110	dense core granule biogenesis	1.0000000000015308	1	1	1
GO:2000705	regulation of dense core granule biogenesis	1.0000000000015308	1	1	1
GO:0072553	terminal button organization	1.0000000000015414	1	1	1
GO:0060921	sinoatrial node cell differentiation	1.0000000000015512	1	1	1
GO:0021685	cerebellar granular layer structural organization	1.000000000001553	1	1	1
GO:0032979	protein insertion into mitochondrial inner membrane from matrix	1.000000000001553	1	1	1
GO:0075713	establishment of integrated proviral latency	1.0000000000015583	1	1	1
GO:0140754	reorganization of cellular membranes to establish viral sites of replication	1.0000000000015583	1	1	1
GO:0141171	symbiont-mediated perturbation of host membrane	1.0000000000015583	1	1	1
GO:0061582	intestinal epithelial cell migration	1.0000000000015776	1	1	1
GO:2000436	positive regulation of protein neddylation	1.0000000000015796	1	1	1
GO:0060161	positive regulation of dopamine receptor signaling pathway	1.0000000000015994	1	1	1
GO:0033058	directional locomotion	1.000000000001605	1	1	1
GO:0071528	tRNA re-export from nucleus	1.0000000000016054	1	1	1
GO:0006501	C-terminal protein lipidation	1.0000000000016085	1	1	1
GO:0002876	positive regulation of chronic inflammatory response to antigenic stimulus	1.00000000000164	1	1	1
GO:0021750	vestibular nucleus development	1.0000000000016835	1	1	1
GO:0036162	oxytocin production	1.0000000000016995	1	1	1
GO:0070953	regulation of neutrophil mediated killing of fungus	1.0000000000016995	1	1	1
GO:0070965	positive regulation of neutrophil mediated killing of fungus	1.0000000000016995	1	1	1
GO:0140667	regulation of oxytocin production	1.0000000000016995	1	1	1
GO:0140668	positive regulation of oxytocin production	1.0000000000016995	1	1	1
GO:1901098	positive regulation of autophagosome maturation	1.0000000000017244	1	1	1
GO:0048264	determination of ventral identity	1.0000000000017262	1	1	1
GO:0021590	cerebellum maturation	1.000000000001731	1	1	1
GO:0021699	cerebellar cortex maturation	1.000000000001731	1	1	1
GO:0031134	sister chromatid biorientation	1.000000000001736	1	1	1
GO:1905280	negative regulation of retrograde transport, endosome to Golgi	1.000000000001748	1	1	1
GO:1904109	positive regulation of cholesterol import	1.0000000000017564	1	1	1
GO:1904588	cellular response to glycoprotein	1.0000000000017704	1	1	1
GO:0072103	glomerulus vasculature morphogenesis	1.0000000000017708	1	1	1
GO:0072104	glomerular capillary formation	1.0000000000017708	1	1	1
GO:0098874	spike train	1.0000000000017817	1	1	1
GO:0099608	regulation of action potential firing pattern	1.0000000000017817	1	1	1
GO:0050917	sensory perception of umami taste	1.0000000000017932	1	1	1
GO:0098904	regulation of AV node cell action potential	1.0000000000017963	1	1	1
GO:0000512	lncRNA-mediated post-transcriptional gene silencing	1.0000000000018063	1	1	1
GO:0051941	regulation of amino acid uptake involved in synaptic transmission	1.0000000000018132	1	1	1
GO:0051946	regulation of glutamate uptake involved in transmission of nerve impulse	1.0000000000018132	1	1	1
GO:0032774	RNA biosynthetic process	1.0000000000018183	1	0.9999999999998298	1
GO:1901629	regulation of presynaptic membrane organization	1.0000000000018185	1	1	1
GO:1901631	positive regulation of presynaptic membrane organization	1.0000000000018185	1	1	1
GO:0036483	neuron intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress	1.0000000000018208	1	1	1
GO:0032690	negative regulation of interleukin-1 alpha production	1.0000000000018254	1	1	1
GO:0060466	activation of meiosis involved in egg activation	1.0000000000018274	1	1	1
GO:0001581	detection of chemical stimulus involved in sensory perception of sour taste	1.0000000000018336	1	1	1
GO:0009447	putrescine catabolic process	1.0000000000018374	1	1	1
GO:0009229	thiamine diphosphate biosynthetic process	1.0000000000018379	1	1	1
GO:0042357	thiamine diphosphate metabolic process	1.0000000000018379	1	1	1
GO:0042724	thiamine-containing compound biosynthetic process	1.0000000000018379	1	1	1
GO:0002856	negative regulation of natural killer cell mediated immune response to tumor cell	1.0000000000018412	1	1	1
GO:0002859	negative regulation of natural killer cell mediated cytotoxicity directed against tumor cell target	1.0000000000018412	1	1	1
GO:0140469	GCN2-mediated signaling	1.000000000001843	1	1	1
GO:0021896	forebrain astrocyte differentiation	1.0000000000018523	1	1	1
GO:0021897	forebrain astrocyte development	1.0000000000018523	1	1	1
GO:0045004	DNA replication proofreading	1.000000000001863	1	1	1
GO:0140241	translation at synapse	1.0000000000018647	1	1	1
GO:0006713	glucocorticoid catabolic process	1.0000000000018696	1	1	1
GO:0072752	cellular response to rapamycin	1.0000000000018778	1	1	1
GO:0021693	cerebellar Purkinje cell layer structural organization	1.0000000000018914	1	1	1
GO:0021698	cerebellar cortex structural organization	1.0000000000018914	1	1	1
GO:0021998	neural plate mediolateral regionalization	1.0000000000018976	1	1	1
GO:0048338	mesoderm structural organization	1.0000000000018976	1	1	1
GO:0048352	paraxial mesoderm structural organization	1.0000000000018976	1	1	1
GO:1904412	regulation of cardiac ventricle development	1.0000000000018976	1	1	1
GO:1904414	positive regulation of cardiac ventricle development	1.0000000000018976	1	1	1
GO:1905285	fibrous ring of heart morphogenesis	1.0000000000018976	1	1	1
GO:1905793	protein localization to pericentriolar material	1.0000000000019067	1	1	1
GO:0008343	adult feeding behavior	1.0000000000019251	1	1	1
GO:0061431	cellular response to methionine	1.00000000000193	1	1	1
GO:1900159	positive regulation of bone mineralization involved in bone maturation	1.0000000000019336	1	1	1
GO:1903393	positive regulation of adherens junction organization	1.0000000000019442	1	1	1
GO:0110057	regulation of blood vessel endothelial cell differentiation	1.0000000000019451	1	1	1
GO:0110059	negative regulation of blood vessel endothelial cell differentiation	1.0000000000019451	1	1	1
GO:0001834	trophectodermal cell proliferation	1.0000000000019524	1	1	1
GO:2000848	positive regulation of corticosteroid hormone secretion	1.0000000000019593	1	1	1
GO:0061443	endocardial cushion cell differentiation	1.0000000000019669	1	1	1
GO:0032804	negative regulation of low-density lipoprotein particle receptor catabolic process	1.000000000001978	1	1	1
GO:0015854	guanine transport	1.0000000000019864	1	1	1
GO:1903716	guanine transmembrane transport	1.0000000000019864	1	1	1
GO:1901562	response to paraquat	1.0000000000019902	1	1	1
GO:0006313	DNA transposition	1.0000000000019922	1	1	1
GO:0072183	negative regulation of nephron tubule epithelial cell differentiation	1.0000000000020006	1	1	1
GO:0046657	folic acid catabolic process	1.0000000000020113	1	1	1
GO:0051630	acetylcholine uptake	1.0000000000020113	1	1	1
GO:0018410	C-terminal protein amino acid modification	1.0000000000020135	1	1	1
GO:0060268	negative regulation of respiratory burst	1.0000000000020135	1	1	1
GO:0042360	vitamin E metabolic process	1.0000000000020206	1	1	1
GO:0038124	toll-like receptor TLR6:TLR2 signaling pathway	1.0000000000020233	1	1	1
GO:1902954	regulation of early endosome to recycling endosome transport	1.0000000000020233	1	1	1
GO:1904439	negative regulation of iron ion import across plasma membrane	1.0000000000020375	1	1	1
GO:1901558	response to metformin	1.0000000000020481	1	1	1
GO:0071951	conversion of methionyl-tRNA to N-formyl-methionyl-tRNA	1.0000000000020548	1	1	1
GO:0031554	regulation of termination of DNA-templated transcription	1.0000000000020588	1	1	1
GO:0098914	membrane repolarization during atrial cardiac muscle cell action potential	1.0000000000020677	1	1	1
GO:0034146	toll-like receptor 5 signaling pathway	1.0000000000020703	1	1	1
GO:0033024	mast cell apoptotic process	1.0000000000020977	1	1	1
GO:0033025	regulation of mast cell apoptotic process	1.0000000000020977	1	1	1
GO:0090037	positive regulation of protein kinase C signaling	1.0000000000021085	1	1	1
GO:0021633	optic nerve structural organization	1.0000000000021179	1	1	1
GO:1900133	regulation of renin secretion into blood stream	1.00000000000212	1	1	1
GO:0006168	adenine salvage	1.0000000000021232	1	1	1
GO:0071486	cellular response to high light intensity	1.0000000000021254	1	1	1
GO:1903964	monounsaturated fatty acid metabolic process	1.0000000000021307	1	1	1
GO:1903966	monounsaturated fatty acid biosynthetic process	1.0000000000021307	1	1	1
GO:0005997	xylulose metabolic process	1.0000000000021367	1	1	1
GO:0046437	D-amino acid biosynthetic process	1.0000000000021523	1	1	1
GO:0070178	D-serine metabolic process	1.0000000000021523	1	1	1
GO:0070179	D-serine biosynthetic process	1.0000000000021523	1	1	1
GO:2000633	positive regulation of pre-miRNA processing	1.0000000000021565	1	1	1
GO:0051615	histamine uptake	1.0000000000021765	1	1	1
GO:0051625	epinephrine uptake	1.0000000000021765	1	1	1
GO:0032603	fractalkine production	1.0000000000021776	1	1	1
GO:0032644	regulation of fractalkine production	1.0000000000021776	1	1	1
GO:0032724	positive regulation of fractalkine production	1.0000000000021776	1	1	1
GO:0045994	positive regulation of translational initiation by iron	1.0000000000021776	1	1	1
GO:0061048	negative regulation of branching involved in lung morphogenesis	1.0000000000021776	1	1	1
GO:0072639	interleukin-33 production	1.0000000000021776	1	1	1
GO:0120190	negative regulation of bile acid secretion	1.0000000000021776	1	1	1
GO:0140460	response to Gram-negative bacterium	1.0000000000021776	1	1	1
GO:0150127	regulation of interleukin-33 production	1.0000000000021776	1	1	1
GO:0150129	positive regulation of interleukin-33 production	1.0000000000021776	1	1	1
