category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	padj
GO:0071944	2.7867688152437594e-57	1	466	4490	cell periphery	CC	5.881754261453478e-53
GO:0005886	2.1291016031779418e-47	1	422	4122	plasma membrane	CC	2.246840921833682e-43
GO:0008544	1.3974410739400758e-41	1	93	304	epidermis development	BP	9.831463768859745e-38
GO:0005576	3.457278040521427e-41	1	348	2990	extracellular region	CC	1.824232758081131e-37
GO:0001533	2.87571440764688e-38	1	40	49	cornified envelope	CC	1.2138965657559008e-34
GO:0043588	1.2401024061072142e-36	1	80	257	skin development	BP	4.3622668972164765e-33
GO:0031424	2.4637842709494388e-30	1	33	41	keratinization	BP	7.428661546094123e-27
GO:0030216	4.506324536154252e-30	1	52	124	keratinocyte differentiation	BP	1.1888810707508956e-26
GO:0009913	2.8802357116630085e-28	1	59	180	epidermal cell differentiation	BP	6.754472770039941e-25
GO:0005615	4.509308780359825e-28	1	275	2426	extracellular space	CC	9.517347111827445e-25
GO:0006955	4.9690422443945567e-26	1	192	1500	immune response	BP	9.534236873653774e-23
GO:0032501	8.060636450460896e-23	1	451	5586	multicellular organismal process	BP	1.4177316076952306e-19
GO:0009888	4.522584454106263e-22	1	190	1681	tissue development	BP	7.342589806797445e-19
GO:0009986	1.6307668642526555e-21	1	110	734	cell surface	CC	2.458497531208325e-18
GO:0002376	2.416660998427943e-21	1	232	2180	immune system process	BP	3.4004031355213443e-18
GO:0098552	4.8843849735398266e-21	1	97	595	side of membrane	CC	6.443114328220724e-18
GO:0009897	4.5946043143713335e-20	1	67	323	external side of plasma membrane	CC	5.704336391713021e-17
GO:0030280	5.621408342791692e-20	1	23	31	structural constituent of skin epidermis	MF	6.591413582386749e-17
GO:0060429	9.639909218773672e-20	1	132	1025	epithelium development	BP	1.070841705112827e-16
GO:0007155	1.270129207145991e-19	1	153	1321	cell adhesion	BP	1.3403673523011642e-16
GO:0001775	3.870953011190718e-18	1	128	997	cell activation	BP	3.890492107342442e-15
GO:0045321	5.550465331385479e-18	1	117	869	leukocyte activation	BP	5.3249146038282686e-15
GO:0046649	6.380911116407543e-18	1	104	730	lymphocyte activation	BP	5.855456957517287e-15
GO:0009605	7.240724068238275e-18	1	203	1947	response to external stimulus	BP	6.36761342434321e-15
GO:0030855	1.8964190583681587e-17	1	89	591	epithelial cell differentiation	BP	1.6010328258367342e-14
GO:0038023	2.246446926795346e-17	1	112	850	signaling receptor activity	MF	1.756055882849725e-14
GO:0060089	2.246446926795346e-17	1	112	850	molecular transducer activity	MF	1.756055882849725e-14
GO:0002252	3.795963399725792e-17	1	88	561	immune effector process	BP	2.861342982664735e-14
GO:0016020	5.379958912456341e-16	1	506	6903	membrane	CC	3.915496993320811e-13
GO:0045095	7.507196440856368e-16	1	20	32	keratin filament	CC	5.281562936023817e-13
GO:0050776	7.982910151139474e-16	1	111	859	regulation of immune response	BP	5.435074246772573e-13
GO:0006952	1.5577405496712855e-15	1	165	1512	defense response	BP	9.96784222835902e-13
GO:0061436	1.5585084503735793e-15	1	19	33	establishment of skin barrier	BP	9.96784222835902e-13
GO:0098773	2.2684386217747754e-15	1	34	119	skin epidermis development	BP	1.4081666338581884e-12
GO:0043207	3.2366721051732065e-15	1	146	1278	response to external biotic stimulus	BP	1.951805755765306e-12
GO:0018149	4.593533544364713e-15	1	15	18	peptide cross-linking	BP	2.693086638537823e-12
GO:0051707	6.04685044986801e-15	1	145	1276	response to other organism	BP	3.3832187278442863e-12
GO:0031982	6.091268438267928e-15	1	286	3273	vesicle	CC	3.3832187278442863e-12
GO:0030057	8.99790864552658e-15	1	16	27	desmosome	CC	4.869483586473949e-12
GO:0045109	1.3780056662014121e-14	1	22	46	intermediate filament organization	BP	7.271046897711751e-12
GO:0098609	1.6027492111571715e-14	1	103	850	cell-cell adhesion	BP	8.250640207483721e-12
GO:0045104	1.815363772832045e-14	1	25	64	intermediate filament cytoskeleton organization	BP	9.122635187950747e-12
GO:0009607	2.2667913513117936e-14	1	146	1310	response to biotic stimulus	BP	1.1126255409485283e-11
GO:0045103	2.663246651145695e-14	1	25	65	intermediate filament-based process	BP	1.2775109958882053e-11
GO:0006959	6.480784203536995e-14	1	45	182	humoral immune response	BP	3.039631808885596e-11
GO:0001906	1.0566778410944728e-13	1	47	210	cell killing	BP	4.848313590030422e-11
GO:0005882	1.4897080139472802e-13	1	27	80	intermediate filament	CC	6.689739860079e-11
GO:0050778	1.653762007759314e-13	1	90	687	positive regulation of immune response	BP	7.27172936161835e-11
GO:0002250	1.9439152568079003e-13	1	66	416	adaptive immune response	BP	8.37311743065052e-11
GO:0030098	4.076179855667591e-13	1	62	399	lymphocyte differentiation	BP	1.7206370406744034e-10
GO:0002682	5.13988589250979e-13	1	146	1386	regulation of immune system process	BP	2.127106502888463e-10
GO:0048856	5.675058647338905e-13	1	363	4767	anatomical structure development	BP	2.303418996360287e-10
GO:0044419	6.925844741474575e-13	1	149	1418	biological process involved in interspecies interaction between organisms	BP	2.758054322897404e-10
GO:0002684	1.7450767433207076e-12	1	113	988	positive regulation of immune system process	BP	6.820664767504973e-10
GO:1903131	3.4367582103274143e-12	1	68	485	mononuclear cell differentiation	BP	1.3188403415849166e-9
GO:0070062	4.289907856933237e-12	1	171	1728	extracellular exosome	CC	1.6168356290791591e-9
GO:0051239	4.370586569583165e-12	1	216	2474	regulation of multicellular organismal process	BP	1.618343862063549e-9
GO:0030154	8.111407099517962e-12	1	282	3523	cell differentiation	BP	2.9517130731452775e-9
GO:0048869	8.342628794432019e-12	1	282	3524	cellular developmental process	BP	2.984398700598003e-9
GO:0002768	9.873307104798985e-12	1	52	320	immune response-regulating cell surface receptor signaling pathway	BP	3.473100329231456e-9
GO:1903561	1.0623380571525142e-11	1	171	1749	extracellular vesicle	CC	3.6756896777476992e-9
GO:0032502	1.095717754717547e-11	1	382	5167	developmental process	BP	3.7128621377775286e-9
GO:0043230	1.1258560448107733e-11	1	171	1750	extracellular organelle	CC	3.7128621377775286e-9
GO:0065010	1.1258560448107733e-11	1	171	1750	extracellular membrane-bounded organelle	CC	3.7128621377775286e-9
GO:0002697	1.2520341158174766e-11	1	57	356	regulation of immune effector process	BP	4.065451084375948e-9
GO:0009617	1.4759360682610526e-11	1	73	527	response to bacterium	BP	4.719864644957239e-9
GO:0050896	1.5059964297725337e-11	1	474	6661	response to stimulus	BP	4.744113529370014e-9
GO:0031012	1.948391499080199e-11	1	59	403	extracellular matrix	CC	6.047463379350982e-9
GO:0030312	2.1150835313620356e-11	1	59	404	external encapsulating structure	CC	6.469703335206829e-9
GO:0046651	3.254746260805369e-11	1	47	275	lymphocyte proliferation	BP	9.813524940079731e-9
GO:0045111	3.692382412287739e-11	1	28	109	intermediate filament cytoskeleton	CC	1.0940025226063709e-8
GO:0050853	3.7320279364947737e-11	1	20	58	B cell receptor signaling pathway	BP	1.0940025226063709e-8
GO:0004888	5.166609575704208e-11	1	77	615	transmembrane signaling receptor activity	MF	1.4937871466412743e-8
GO:0002253	5.679192235314138e-11	1	69	525	activation of immune response	BP	1.6197977205208134e-8
GO:0032943	6.480677389919638e-11	1	47	281	mononuclear cell proliferation	BP	1.823749026555252e-8
GO:0070661	8.713583791622418e-11	1	50	311	leukocyte proliferation	BP	2.419853940868194e-8
GO:0002934	1.0616984030859386e-10	0.9999999999979629	10	14	desmosome organization	BP	2.910156687731405e-8
GO:0042113	2.9219307177901763e-10	1	41	244	B cell activation	BP	7.906444837138392e-8
GO:0002521	3.0845602381356225e-10	1	71	571	leukocyte differentiation	BP	8.240851694441828e-8
GO:0002429	3.280550319844826e-10	1	46	291	immune response-activating cell surface receptor signaling pathway	BP	8.654911881330611e-8
GO:0042110	4.425409208207646e-10	1	68	527	T cell activation	BP	1.1531195894867972e-7
GO:0002443	5.743776020132881e-10	1	53	350	leukocyte mediated immunity	BP	1.4783919107429827e-7
GO:0048513	6.054605974862135e-10	1	206	2476	animal organ development	BP	1.5396206470534965e-7
GO:0140546	8.917910546471284e-10	1	99	885	defense response to symbiont	BP	2.2407311904026538e-7
GO:0030155	1.0794582900919384e-9	1	80	711	regulation of cell adhesion	BP	2.680358431844759e-7
GO:0033691	1.5837226693899548e-9	0.9999999999337424	11	20	sialic acid binding	MF	3.886750076760975e-7
GO:0098542	2.2414347757700564e-9	1	99	901	defense response to other organism	BP	5.376143252644581e-7
GO:0016477	2.2415455616067616e-9	1	124	1308	cell migration	BP	5.376143252644581e-7
GO:0048584	2.532988832433626e-9	1	175	2026	positive regulation of response to stimulus	BP	6.006883404195967e-7
GO:0031341	2.566937818419541e-9	0.9999999995227715	25	100	regulation of cell killing	BP	6.019754399506982e-7
GO:0030141	3.0737524643377457e-9	1	84	729	secretory granule	CC	7.129079067287083e-7
GO:0002764	3.175545774860095e-9	1	64	516	immune response-regulating signaling pathway	BP	7.285116209151866e-7
GO:0006956	3.2914777436544853e-9	0.9999999996569955	16	43	complement activation	BP	7.469884866405544e-7
GO:0008236	3.507972440025889e-9	0.9999999991879981	30	139	serine-type peptidase activity	MF	7.87651769353047e-7
GO:0005509	3.977790397046508e-9	1	65	552	calcium ion binding	MF	8.837394117901432e-7
GO:0004252	4.290505347230456e-9	0.9999999990613531	28	122	serine-type endopeptidase activity	MF	9.432854776942291e-7
GO:0050851	4.4208923594522424e-9	0.9999999988922047	32	177	antigen receptor-mediated signaling pathway	BP	9.619314859649385e-7
GO:0050865	5.305540319301275e-9	1	69	571	regulation of cell activation	BP	1.1426401426446194e-6
GO:0051249	6.0412329614795314e-9	1	60	465	regulation of lymphocyte activation	BP	1.287942049343303e-6
GO:0017171	7.402123681929841e-9	0.9999999982205946	30	144	serine hydrolase activity	MF	1.5622922243081123e-6
GO:0002698	8.621951256877467e-9	0.9999999981562537	26	121	negative regulation of immune effector process	BP	1.8017317151253052e-6
GO:0032101	8.781716654764145e-9	1	98	952	regulation of response to external stimulus	BP	1.8171265854456083e-6
GO:0048870	1.1332730588271553e-8	1	131	1439	cell motility	BP	2.3222195320005765e-6
GO:0040011	1.1997623004936424e-8	1	103	1039	locomotion	BP	2.417800438728295e-6
GO:0002694	1.2028287978132805e-8	1	64	521	regulation of leukocyte activation	BP	2.417800438728295e-6
GO:0002449	1.8252410513704223e-8	1	42	270	lymphocyte mediated immunity	BP	3.6342960028513335e-6
GO:0005102	2.0240513441612055e-8	1	113	1142	signaling receptor binding	MF	3.992488567277234e-6
GO:0042742	2.6032300866542837e-8	0.9999999938368267	37	215	defense response to bacterium	BP	5.087386500826417e-6
GO:0051240	3.1481631746894246e-8	1	128	1421	positive regulation of multicellular organismal process	BP	6.095883666513302e-6
GO:0022407	4.246057387289275e-8	1	55	445	regulation of cell-cell adhesion	BP	8.14702611055704e-6
GO:0050670	4.525434468374077e-8	0.999999986917917	36	222	regulation of lymphocyte proliferation	BP	8.604848638693988e-6
GO:0002460	5.987918689107668e-8	0.9999999844246588	42	286	adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	BP	1.1284018915384505e-5
GO:0032944	6.42298118261734e-8	0.9999999811669593	36	225	regulation of mononuclear cell proliferation	BP	1.1996764676134653e-5
GO:0004867	6.520156957528653e-8	0.9999999909116207	16	54	serine-type endopeptidase inhibitor activity	MF	1.2071441468912259e-5
GO:0007186	7.515154218321476e-8	1	69	608	G protein-coupled receptor signaling pathway	BP	1.3792595211468964e-5
GO:0006954	7.607896795264491e-8	1	82	756	inflammatory response	BP	1.384243704834934e-5
GO:0031343	7.928961966984126e-8	0.999999987028008	18	64	positive regulation of cell killing	BP	1.4303305237193758e-5
GO:0002920	8.395754079359839e-8	0.999999990404278	14	39	regulation of humoral immune response	BP	1.5017015728726166e-5
GO:0008283	1.0085476355992147e-7	1	144	1663	cell population proliferation	BP	1.788773646803111e-5
GO:0002757	1.1421047855836763e-7	1	56	474	immune response-activating signaling pathway	BP	2.0087719670440892e-5
GO:0048730	1.21551338401294e-7	0.9999999885960016	12	32	epidermis morphogenesis	BP	2.120216982064224e-5
GO:0042100	1.3835900976984713e-7	0.9999999743532655	19	81	B cell proliferation	BP	2.3936108690183555e-5
GO:0004866	1.4340704160006747e-7	0.9999999691325561	22	98	endopeptidase inhibitor activity	MF	2.443454291205124e-5
GO:0031640	1.4471325045041243e-7	0.99999996945036	22	85	killing of cells of another organism	BP	2.443454291205124e-5
GO:0141061	1.4471325045041243e-7	0.99999996945036	22	85	disruption of cell in another organism	BP	2.443454291205124e-5
GO:0002703	1.4829032537547856e-7	0.999999952819131	36	228	regulation of leukocyte mediated immunity	BP	2.483980640773691e-5
GO:0030183	1.803821866471683e-7	0.9999999551193763	25	136	B cell differentiation	BP	2.9977530955709718e-5
GO:0050863	2.0405096721477356e-7	0.9999999422242732	47	358	regulation of T cell activation	BP	3.364609151589852e-5
GO:0070663	2.1579345833546136e-7	0.999999928954085	37	245	regulation of leukocyte proliferation	BP	3.530648629169184e-5
GO:0099503	2.5352482955902624e-7	1	89	880	secretory vesicle	CC	4.116073117440621e-5
GO:0001910	2.584759946529566e-7	0.9999999448729713	21	91	regulation of leukocyte mediated cytotoxicity	BP	4.164423162706338e-5
GO:0141060	2.7841815516259354e-7	0.9999999383784444	22	89	disruption of anatomical structure in another organism	BP	4.451737562774015e-5
GO:0030414	3.054292581293632e-7	0.9999999307920555	22	102	peptidase inhibitor activity	MF	4.846909715848376e-5
GO:0051241	3.3863392535734214e-7	1	92	956	negative regulation of multicellular organismal process	BP	5.3337370362627334e-5
GO:0002366	3.8181232435854726e-7	0.9999998689904942	38	267	leukocyte activation involved in immune response	BP	5.9692821614159246e-5
GO:0030217	4.115674219127214e-7	0.9999998540484992	40	297	T cell differentiation	BP	6.38716324036022e-5
GO:0002263	4.864971957518608e-7	0.9999998313287922	38	270	cell activation involved in immune response	BP	7.494897674115893e-5
GO:0002683	5.097137098602162e-7	0.9999998426851594	56	475	negative regulation of immune system process	BP	7.795664898775162e-5
GO:0030595	5.377017619592032e-7	0.9999998264703636	33	200	leukocyte chemotaxis	BP	8.164556394180533e-5
GO:0002715	7.191765019954522e-7	0.9999998859349778	15	54	regulation of natural killer cell mediated immunity	BP	1.0842099465082868e-4
GO:0002704	7.636608316791109e-7	0.9999998571460552	17	72	negative regulation of leukocyte mediated immunity	BP	1.1431081924410861e-4
GO:0007159	8.50339838159836e-7	0.999999685635003	47	380	leukocyte cell-cell adhesion	BP	1.2638924383240492e-4
GO:0043616	9.445878923326016e-7	0.9999998574588783	14	52	keratinocyte proliferation	BP	1.3941588850050274e-4
GO:0098742	9.599447578650476e-7	0.9999996887883043	31	228	cell-cell adhesion via plasma-membrane adhesion molecules	BP	1.4069856985763677e-4
GO:0002706	9.769641484229349e-7	0.9999997000202185	29	175	regulation of lymphocyte mediated immunity	BP	1.4220555390768598e-4
GO:0006958	1.160499529325265e-6	0.9999998974168463	10	25	complement activation, classical pathway	BP	1.6776371962971948e-4
GO:0140375	1.2280341085279158e-6	0.999999669195094	24	131	immune receptor activity	MF	1.7631896526932103e-4
GO:0001909	1.2684463091715942e-6	0.9999996478205704	25	133	leukocyte mediated cytotoxicity	BP	1.8089072838767343e-4
GO:0001912	1.284482942564711e-6	0.9999997686256908	16	61	positive regulation of leukocyte mediated cytotoxicity	BP	1.8194830191792477e-4
GO:0034113	1.306989647689541e-6	0.9999997956769481	14	54	heterotypic cell-cell adhesion	BP	1.8390215669423634e-4
GO:0042060	1.4126478299856575e-6	0.9999994422612336	45	374	wound healing	BP	1.9745261655415423e-4
GO:0045087	1.4926077640852641e-6	0.9999994785485771	82	821	innate immune response	BP	2.0718434754154593e-4
GO:0048583	1.501904916794112e-6	0.9999991956718798	252	3438	regulation of response to stimulus	BP	2.0718434754154593e-4
GO:0016324	1.5432302053607061e-6	0.999999417305983	39	314	apical plasma membrane	CC	2.115027059372926e-4
GO:0002455	1.883647270487994e-6	0.999999758446128	12	37	humoral immune response mediated by circulating immunoglobulin	BP	2.5649199542528774e-4
GO:0050900	1.9397360418791232e-6	0.9999992352122766	44	337	leukocyte migration	BP	2.62436339101928e-4
GO:0031410	2.0367340936085096e-6	0.9999989493368088	170	2124	cytoplasmic vesicle	CC	2.738045208898166e-4
GO:0098590	2.0562332944560567e-6	0.9999990479488434	90	1023	plasma membrane region	CC	2.7467632856195906e-4
GO:0031069	2.1065787879255784e-6	0.999999792531694	10	28	hair follicle morphogenesis	BP	2.796317729431274e-4
GO:0030593	2.1541258247062704e-6	0.9999995654204861	17	70	neutrophil chemotaxis	BP	2.8415612285156587e-4
GO:0031347	2.2278438750262615e-6	0.9999990124292636	75	743	regulation of defense response	BP	2.9103990801101e-4
GO:0048518	2.2338891830656507e-6	0.9999987739965887	352	5097	positive regulation of biological process	BP	2.9103990801101e-4
GO:0097708	2.360903708209944e-6	0.9999987795496793	170	2130	intracellular vesicle	CC	3.05700820033614e-4
GO:0060326	2.670740842989028e-6	0.9999989807266049	38	269	cell chemotaxis	BP	3.4371131848857575e-4
GO:0042303	2.832633133105958e-6	0.9999993358974674	19	99	molting cycle	BP	3.601539452249057e-4
GO:0042633	2.832633133105958e-6	0.9999993358974674	19	99	hair cycle	BP	3.601539452249057e-4
GO:0006935	2.9080254464451253e-6	0.9999987907686744	48	388	chemotaxis	BP	3.653380063849453e-4
GO:0042330	2.9080254464451253e-6	0.9999987907686744	48	388	taxis	BP	3.653380063849453e-4
GO:0061135	3.1012419070744954e-6	0.9999991438754219	23	125	endopeptidase regulator activity	MF	3.873065780515639e-4
GO:0001816	3.626553750337907e-6	0.9999984021077691	70	690	cytokine production	BP	4.484806372379678e-4
GO:0051546	3.6416392527132382e-6	0.9999997459062118	8	19	keratinocyte migration	BP	4.484806372379678e-4
GO:0044217	3.6833192657345066e-6	0.9999996049516398	10	30	other organism part	CC	4.484806372379678e-4
GO:0002717	3.6903573729720057e-6	0.9999995493828602	11	33	positive regulation of natural killer cell mediated immunity	BP	4.484806372379678e-4
GO:0045954	3.6973197611772198e-6	0.9999996111494089	10	28	positive regulation of natural killer cell mediated cytotoxicity	BP	4.484806372379678e-4
GO:0009611	3.970947385446489e-6	0.9999982483311411	54	498	response to wounding	BP	4.7891894581276334e-4
GO:0106139	4.1376942233934605e-6	0.9999997133250879	8	18	symbiont cell surface	CC	4.961941720394453e-4
GO:0002699	4.207769941598188e-6	0.9999984782056031	33	231	positive regulation of immune effector process	BP	5.017468496461659e-4
GO:0098797	4.308061818442174e-6	0.9999981192165581	52	487	plasma membrane protein complex	CC	5.108199592137108e-4
GO:0001942	5.53824082811732e-6	0.9999987670309707	17	85	hair follicle development	BP	6.530173794315316e-4
GO:0001817	5.6774242089482184e-6	0.9999972592543693	69	684	regulation of cytokine production	BP	6.657095297447839e-4
GO:1903037	5.916966655902913e-6	0.9999975489801624	42	347	regulation of leukocyte cell-cell adhesion	BP	6.891222430234162e-4
GO:0002159	5.9423978124827895e-6	0.9999998974888248	5	7	desmosome assembly	BP	6.891222430234162e-4
GO:0042445	6.386663392086003e-6	0.9999979116064385	27	179	hormone metabolic process	BP	7.365951778872523e-4
GO:0007165	6.541741668867354e-6	0.9999956204264959	321	4604	signal transduction	BP	7.503804329517085e-4
GO:0042098	7.194164811557586e-6	0.9999975201905532	29	198	T cell proliferation	BP	8.207569865553211e-4
GO:0022404	7.295964472768952e-6	0.9999983357376928	17	87	molting cycle process	BP	8.234685891030027e-4
GO:0022405	7.295964472768952e-6	0.9999983357376928	17	87	hair cycle process	BP	8.234685891030027e-4
GO:0042129	7.398795900478255e-6	0.9999976231320031	26	167	regulation of T cell proliferation	BP	8.30632905720713e-4
GO:0050855	7.56505892014637e-6	0.9999994147417933	8	19	regulation of B cell receptor signaling pathway	BP	8.448049395164512e-4
GO:0046631	8.054898136704134e-6	0.9999973277227063	27	182	alpha-beta T cell activation	BP	8.947720003856708e-4
GO:0001819	8.430037178915481e-6	0.9999961856303623	50	443	positive regulation of cytokine production	BP	9.315411764303149e-4
GO:0042269	8.48783137572289e-6	0.9999985472156635	13	50	regulation of natural killer cell mediated cytotoxicity	BP	9.330425469583714e-4
GO:0001905	8.738753934246019e-6	0.9999994779409318	7	15	activation of membrane attack complex	BP	9.556483965606035e-4
GO:0005198	8.983071151622163e-6	0.999995581020269	63	578	structural molecule activity	MF	9.74129034958246e-4
GO:0071621	9.000055046757224e-6	0.9999976196274876	20	100	granulocyte chemotaxis	BP	9.74129034958246e-4
GO:0006909	9.13635598385717e-6	0.9999967353830973	30	216	phagocytosis	BP	9.838363744657625e-4
GO:0007154	9.260683611562663e-6	0.9999936288233338	343	5012	cell communication	BP	9.921623771859977e-4
GO:0002707	9.603920195885223e-6	0.9999981684530673	14	61	negative regulation of lymphocyte mediated immunity	BP	0.0010237390891634016
GO:0019730	1.015497489131807e-5	0.9999972293918801	21	92	antimicrobial humoral response	BP	0.0010770396987746693
GO:0061134	1.0304175695698446e-5	0.9999967145055512	25	156	peptidase regulator activity	MF	0.001087399661167057
GO:0030097	1.2172575165444462e-5	0.9999935305705312	79	848	hemopoiesis	BP	0.0012781809524471184
GO:0050854	1.3025378421412929e-5	0.9999974285502347	14	64	regulation of antigen receptor-mediated signaling pathway	BP	0.0013549395246369746
GO:0005911	1.3072107916458962e-05	0.9999940438432733	47	455	cell-cell junction	CC	0.0013549395246369746
GO:0097530	1.3096165214912482e-5	0.9999961501619854	22	121	granulocyte migration	BP	0.0013549395246369746
GO:1990266	1.385232450652003e-5	0.9999965246506324	18	89	neutrophil migration	BP	0.0014261812733395694
GO:0097529	1.7536369834109968e-5	0.9999936500521542	29	196	myeloid leukocyte migration	BP	0.0017967117559161405
GO:0097209	1.915447097408637e-5	1	4	4	epidermal lamellar body	CC	0.0019355988595248215
GO:0002784	1.9167069157618103e-5	1	4	4	regulation of antimicrobial peptide production	BP	0.0019355988595248215
GO:0002786	1.9167069157618103e-5	1	4	4	regulation of antibacterial peptide production	BP	0.0019355988595248215
GO:0023052	1.9769216747456114e-5	0.9999860858353106	340	4998	signaling	BP	0.0019869004222467083
GO:0002695	2.0439002708248656e-5	0.9999929910364709	26	178	negative regulation of leukocyte activation	BP	0.0020444814746933466
GO:0040012	2.6022035515568645e-5	0.9999853934643879	80	893	regulation of locomotion	BP	0.002590665479205622
GO:0018958	2.8662035547934548e-5	0.9999930106063147	16	87	phenol-containing compound metabolic process	BP	0.0028309659557220167
GO:0042127	2.870400428904158e-5	0.9999824257157208	115	1375	regulation of cell population proliferation	BP	0.0028309659557220167
GO:0032102	2.8844782494312534e-5	0.9999874024316822	39	339	negative regulation of response to external stimulus	BP	0.0028316185084881875
GO:0045177	2.9604776791247035e-5	0.9999866159833743	42	395	apical part of cell	CC	0.002892770458129907
GO:0007166	3.119260855218528e-5	0.9999790956068767	177	2360	cell surface receptor signaling pathway	BP	0.0030338764797346665
GO:0160257	3.590039857727382e-5	0.99999888366951	5	8	complement activation, GZMK pathway	BP	0.0034757514328988127
GO:0002228	3.701294767910269e-5	0.9999908509153288	16	80	natural killer cell mediated immunity	BP	0.0035671017064618326
GO:0006957	4.0006797135791744e-5	0.9999976450442777	6	13	complement activation, alternative pathway	BP	0.003838106637945548
GO:0050777	4.314140083964339e-5	0.9999844525524877	26	189	negative regulation of immune response	BP	0.0041201013851652184
GO:2000026	4.380151864487199e-5	0.9999735324136364	99	1188	regulation of multicellular organismal development	BP	0.004164301137471478
GO:0098657	4.5543397871907154e-5	0.9999745865030706	72	811	import into cell	BP	0.004310488589616468
GO:0007162	4.844509579507733e-5	0.9999802320639275	32	266	negative regulation of cell adhesion	BP	0.004564652642191528
GO:0050866	4.994477347997474e-5	0.9999814315111176	27	199	negative regulation of cell activation	BP	0.0046850417291926525
GO:0002285	5.047938989970152e-5	0.9999816070098151	26	193	lymphocyte activation involved in immune response	BP	0.0047040179403848225
GO:0005581	5.05928206418722e-5	0.9999884431986955	14	75	collagen trimer	CC	0.0047040179403848225
GO:0065007	5.179614413817761e-5	0.9999631711038789	573	9140	biological regulation	BP	0.004794778149913932
GO:0004175	5.354992706252848e-5	0.9999770685498134	35	291	endopeptidase activity	MF	0.004919486658740199
GO:0006950	5.3609491685314406e-5	0.9999619672614118	238	3272	response to stress	BP	0.004919486658740199
GO:0003810	5.516860428490236e-5	0.999999327061608	4	5	protein-glutamine gamma-glutamyltransferase activity	MF	0.0050406431257019445
GO:0051250	5.599538764968715e-5	0.9999810043188544	23	155	negative regulation of lymphocyte activation	BP	0.005094132119544383
GO:0031406	5.717222870565263e-5	0.9999811454888717	22	144	carboxylic acid binding	MF	0.005178871498118045
GO:0045682	6.047891110781985e-5	0.9999880701882929	12	54	regulation of epidermis development	BP	0.00545499101641729
GO:0031342	6.372296194447576e-5	0.9999911588537908	9	32	negative regulation of cell killing	BP	0.005723135467234491
GO:0040017	6.419656846737938e-5	0.9999674210259186	52	518	positive regulation of locomotion	BP	0.005741240568103852
GO:0070161	6.587596152543546e-5	0.9999629184071883	71	811	anchoring junction	CC	0.00584433109335692
GO:0030056	6.590309865530877e-5	0.9999987284235737	4	6	hemidesmosome	CC	0.00584433109335692
GO:0043177	6.923321967767767e-5	0.9999768354842149	22	146	organic acid binding	MF	0.006113959558648807
GO:0008305	7.15543349389198e-5	0.9999912390593324	8	30	integrin complex	CC	0.006292607471753506
GO:0042267	7.23012263905623e-5	0.9999819842277341	15	76	natural killer cell mediated cytotoxicity	BP	0.006331907403316215
GO:2000145	7.409082355663015e-5	0.9999573674471154	76	861	regulation of cell motility	BP	0.006461821991678661
GO:0036037	7.64578124392474e-5	0.99999083821102	8	26	CD8-positive, alpha-beta T cell activation	BP	0.006640817240093645
GO:0007156	7.804969605659199e-5	0.9999758863796078	19	142	homophilic cell adhesion via plasma membrane adhesion molecules	BP	0.006751298708895207
GO:0019748	7.913651138734859e-5	0.9999854230936809	11	46	secondary metabolic process	BP	0.006817368201393385
GO:0010817	8.109806196971865e-5	0.999960782222847	44	415	regulation of hormone levels	BP	0.006957949983466999
GO:0045216	8.242663354925599e-5	0.9999702956107523	24	189	cell-cell junction organization	BP	0.007043305780123873
GO:0002705	8.436559822562141e-5	0.9999722536700014	21	135	positive regulation of leukocyte mediated immunity	BP	0.007179920629636957
GO:0015267	8.509374850755027e-5	0.9999615790019746	37	344	channel activity	MF	0.0071839546240014245
GO:0022803	8.509374850755027e-5	0.9999615790019746	37	344	passive transmembrane transporter activity	MF	0.0071839546240014245
GO:0030449	8.840103585765832e-5	0.9999914872426294	7	19	regulation of complement activation	BP	0.007405307616910578
GO:0042403	8.841739408042574e-5	0.9999912146760138	7	21	thyroid hormone metabolic process	BP	0.007405307616910578
GO:0006590	8.995253167202861e-5	0.9999932434717552	6	16	thyroid hormone generation	BP	0.007504103294347177
GO:0002710	9.155005049000939e-5	0.9999865799491249	9	33	negative regulation of T cell mediated immunity	BP	0.007607304589142277
GO:0045785	1.0120338277228896e-4	0.9999497214659463	46	453	positive regulation of cell adhesion	BP	0.008376465085458551
GO:0050665	1.0383196396798808e-4	0.9999921865186119	6	15	hydrogen peroxide biosynthetic process	BP	0.008539715147500293
GO:0002820	1.043191897896616e-4	0.9999761592097457	13	66	negative regulation of adaptive immune response	BP	0.008539715147500293
GO:0036457	1.0438958154340355e-4	1	3	3	keratohyalin granule	CC	0.008539715147500293
GO:0030334	1.0687570980772038e-4	0.999938220583667	73	828	regulation of cell migration	BP	0.008689626599881635
GO:0006145	1.0704552809481782e-4	1	3	3	purine nucleobase catabolic process	BP	0.008689626599881635
GO:0050793	1.1131255500637916e-4	0.9999244984622474	151	2030	regulation of developmental process	BP	0.009001389984538845
GO:0002322	1.1536516158472209e-4	0.9999974172356688	4	6	B cell proliferation involved in immune response	BP	0.009293500383233375
GO:0070820	1.1887381712938694e-4	0.9999597460543107	21	143	tertiary granule	CC	0.00953973682255833
