category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	padj
GO:0055091	0.18517596111910004	0.959487146842453	2	13	phospholipid homeostasis	BP	1
GO:0072174	0.18526189347654892	0.9860349497363302	1	4	metanephric tubule formation	BP	1
GO:0017157	0.18544810276667822	0.8867942900606722	12	161	regulation of exocytosis	BP	1
GO:0051785	0.18552367876893971	0.9189459520648406	5	51	positive regulation of nuclear division	BP	1
GO:0004181	0.18558125157739955	0.9409111811487112	3	26	metallocarboxypeptidase activity	MF	1
GO:1904892	0.18572463092286107	0.9112106458248759	6	70	regulation of receptor signaling pathway via STAT	BP	1
GO:0019239	0.18572808339563107	0.9409979718871091	3	25	deaminase activity	MF	1
GO:0060129	0.1858236693868718	0.985946325170437	1	4	thyroid-stimulating hormone-secreting cell differentiation	BP	1
GO:0106006	0.18590659215862235	0.9859332175621228	1	4	cytoskeletal protein-membrane anchor activity	MF	1
GO:0009628	0.1859238310061342	0.8489258908877738	62	970	response to abiotic stimulus	BP	1
GO:0016641	0.18609114970039503	0.9588242643437925	2	14	oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor	MF	1
GO:0001574	0.18614786559822055	0.9585139185974103	2	15	ganglioside biosynthetic process	BP	1
GO:0042448	0.186213287499599	0.9591176885908633	2	13	progesterone metabolic process	BP	1
GO:0051149	0.18628185582471568	0.9182642575942042	5	55	positive regulation of muscle cell differentiation	BP	1
GO:0034703	0.18637204878251856	0.8888351077594643	11	151	cation channel complex	CC	1
GO:0010959	0.186411656973544	0.8702533647169688	21	293	regulation of metal ion transport	BP	1
GO:0051602	0.18668371528604968	0.9403961821287596	3	26	response to electrical stimulus	BP	1
GO:0098708	0.18688482645804466	0.9857780848773857	1	4	D-glucose import across plasma membrane	BP	1
GO:0060214	0.18695912913583657	0.9872753037074087	1	3	endocardium formation	BP	1
GO:2000627	0.18709346758452555	0.9857448775541702	1	4	positive regulation of miRNA catabolic process	BP	1
GO:0051712	0.18721739996743222	0.9872384221283733	1	3	positive regulation of killing of cells of another organism	BP	1
GO:0060546	0.18737463228930576	0.9583619176251155	2	14	negative regulation of necroptotic process	BP	1
GO:0141212	0.18771631279992035	0.9585798668425891	2	13	phospholipase C/protein kinase C signal transduction	BP	1
GO:1903530	0.18773941953764314	0.8600390290182465	31	459	regulation of secretion by cell	BP	1
GO:0004921	0.18775974631981404	0.9856385496367441	1	4	interleukin-11 receptor activity	MF	1
GO:0019970	0.18775974631981404	0.9856385496367441	1	4	interleukin-11 binding	MF	1
GO:0002316	0.18792100862218136	0.985612749815987	1	4	follicular B cell differentiation	BP	1
GO:0060512	0.18799978114789512	0.9394993840765444	3	28	prostate gland morphogenesis	BP	1
GO:0010557	0.1880310061725868	0.8373882666502886	134	2178	positive regulation of macromolecule biosynthetic process	BP	1
GO:2001055	0.18813479488442203	0.9871069426678126	1	3	positive regulation of mesenchymal cell apoptotic process	BP	1
GO:0002507	0.1881758742242461	0.9396966178516751	3	26	tolerance induction	BP	1
GO:0060455	0.1883529854914824	0.9870755630655332	1	3	negative regulation of gastric acid secretion	BP	1
GO:0097267	0.1883547771347147	0.9855432271851761	1	4	omega-hydroxylase P450 pathway	BP	1
GO:0061029	0.18846075397056378	0.9579689739591176	2	14	eyelid development in camera-type eye	BP	1
GO:2001235	0.18848484898945883	0.887589321436834	11	134	positive regulation of apoptotic signaling pathway	BP	1
GO:0003987	0.18852609894977856	0.9855157180265944	1	4	acetate-CoA ligase activity	MF	1
GO:0099634	0.18854236743341002	0.8982674347748516	8	107	postsynaptic specialization membrane	CC	1
GO:0019556	0.18863029918668578	0.9870356200950363	1	3	L-histidine catabolic process to glutamate and formamide	BP	1
GO:0019557	0.18863029918668578	0.9870356200950363	1	3	L-histidine catabolic process to glutamate and formate	BP	1
GO:0043606	0.18863029918668578	0.9870356200950363	1	3	formamide metabolic process	BP	1
GO:0031296	0.18875143248963308	0.9870181513825732	1	3	B cell costimulation	BP	1
GO:0097486	0.18889430785333802	0.9869975306314092	1	3	multivesicular body lumen	CC	1
GO:0042180	0.18900135067723187	0.8795778007040774	14	178	ketone metabolic process	BP	1
GO:1901142	0.18907251853333937	0.9574501918551848	2	15	insulin metabolic process	BP	1
GO:0047115	0.18936512001662345	0.9869294525753908	1	3	trans-1,2-dihydrobenzene-1,2-diol dehydrogenase activity	MF	1
GO:0015850	0.18949440503765763	0.8770389519471564	15	203	organic hydroxy compound transport	BP	1
GO:0061038	0.18951476057013864	0.9853564104809907	1	4	uterus morphogenesis	BP	1
GO:0097232	0.18958376955569725	0.985345255209308	1	4	lamellar body membrane	CC	1
GO:0046007	0.18981946290896798	0.957475229706115	2	14	negative regulation of activated T cell proliferation	BP	1
GO:0043309	0.1898896454558488	0.9868533777164685	1	3	regulation of eosinophil degranulation	BP	1
GO:0090066	0.1898930436776461	0.861278584053248	27	410	regulation of anatomical structure size	BP	1
GO:1900744	0.1899304352410972	0.9260065377338638	4	38	regulation of p38MAPK cascade	BP	1
GO:0055010	0.19000365060694596	0.9256978575813549	4	41	ventricular cardiac muscle tissue morphogenesis	BP	1
GO:0033595	0.190241637787905	0.9852386780569657	1	4	response to genistein	BP	1
GO:2000465	0.1903838732507708	0.9852155798847412	1	4	regulation of glycogen (starch) synthase activity	BP	1
GO:0031955	0.19055436354789315	0.9851878672910183	1	4	short-chain fatty acid-CoA ligase activity	MF	1
GO:0050218	0.19055436354789315	0.9851878672910183	1	4	propionate-CoA ligase activity	MF	1
GO:0070486	0.19061689663155734	0.9575336122616365	2	13	leukocyte aggregation	BP	1
GO:0090185	0.19068675878031643	0.9851663273489655	1	4	negative regulation of kidney development	BP	1
GO:0097091	0.19101543066897858	0.9564753945028434	2	16	synaptic vesicle clustering	BP	1
GO:2000410	0.19109669696529175	0.9866773902990948	1	3	regulation of thymocyte migration	BP	1
GO:2000412	0.19109669696529175	0.9866773902990948	1	3	positive regulation of thymocyte migration	BP	1
GO:0045742	0.19121178165007285	0.9381157102088874	3	27	positive regulation of epidermal growth factor receptor signaling pathway	BP	1
GO:0005577	0.19149256945219248	0.9850348575012654	1	4	fibrinogen complex	CC	1
GO:1901624	0.19152667184716626	0.9866143893439598	1	3	negative regulation of lymphocyte chemotaxis	BP	1
GO:0099178	0.19153520671981192	0.9866131371394642	1	3	regulation of retrograde trans-synaptic signaling by endocanabinoid	BP	1
GO:0015910	0.1916732507514427	0.9850052918673133	1	4	long-chain fatty acid import into peroxisome	BP	1
GO:0120317	0.19171278658041874	0.9865870686739264	1	3	sperm mitochondrial sheath assembly	BP	1
GO:0002790	0.1918582877611902	0.8752616546484028	15	201	peptide secretion	BP	1
GO:0048701	0.1921861242825551	0.9245145152289276	4	41	embryonic cranial skeleton morphogenesis	BP	1
GO:0072560	0.19233559480895546	0.9848966367591624	1	4	type B pancreatic cell maturation	BP	1
GO:0006939	0.19240901518695	0.9009484891345678	7	84	smooth muscle contraction	BP	1
GO:0070233	0.1925269816114794	0.9379798874268154	3	24	negative regulation of T cell apoptotic process	BP	1
GO:0031732	0.1926389123925774	0.9897167324826699	1	2	CCR7 chemokine receptor binding	MF	1
GO:1903544	0.19277302977518737	0.986430845783344	1	3	response to butyrate	BP	1
GO:0014902	0.1927891008823807	0.8955729064017621	8	100	myotube differentiation	BP	1
GO:0030326	0.19290274198751273	0.8912245601505882	9	113	embryonic limb morphogenesis	BP	1
GO:0035113	0.19290274198751273	0.8912245601505882	9	113	embryonic appendage morphogenesis	BP	1
GO:0015860	0.1929600165426872	0.984793809545522	1	4	purine nucleoside transmembrane transport	BP	1
GO:0032368	0.19307095058372686	0.8912005066675599	9	109	regulation of lipid transport	BP	1
GO:0008584	0.19312565251242603	0.8910477757953563	9	114	male gonad development	BP	1
GO:0032190	0.19314820169633568	0.9863753270878681	1	3	acrosin binding	MF	1
GO:0004966	0.19321149991711264	0.9863659477875452	1	3	galanin receptor activity	MF	1
GO:0045236	0.1932892695581233	0.9574813581505545	2	11	CXCR chemokine receptor binding	MF	1
GO:0031528	0.19340172626486968	0.9370729267280276	3	27	microvillus membrane	CC	1
GO:0001975	0.19378614762114835	0.9370404675259599	3	26	response to amphetamine	BP	1
GO:0006814	0.19385818815824055	0.8780305557251347	13	180	sodium ion transport	BP	1
GO:1904407	0.19423202351008761	0.9235790829785978	4	39	positive regulation of nitric oxide metabolic process	BP	1
GO:0002270	0.19424874074304185	0.9845803798043824	1	4	plasmacytoid dendritic cell activation	BP	1
GO:0046037	0.19436646961296059	0.9366115735629085	3	27	GMP metabolic process	BP	1
GO:0090244	0.19440008740177897	0.9861891670666932	1	3	Wnt signaling pathway involved in somitogenesis	BP	1
GO:1904956	0.19440008740177897	0.9861891670666932	1	3	regulation of midbrain dopaminergic neuron differentiation	BP	1
GO:0035240	0.19497834646498008	0.9861027078348827	1	3	dopamine binding	MF	1
GO:0060414	0.19521017126189386	0.9844200927529037	1	4	aorta smooth muscle tissue morphogenesis	BP	1
GO:0070167	0.19529444400614787	0.8991288572241013	7	82	regulation of biomineral tissue development	BP	1
GO:0050877	0.19532963612135196	0.8432393709789576	53	820	nervous system process	BP	1
GO:0019220	0.19538308353989647	0.8523079147845756	33	493	regulation of phosphate metabolic process	BP	1
GO:0042749	0.195464500700234	0.9550860994743003	2	15	regulation of circadian sleep/wake cycle	BP	1
GO:0001515	0.19548318109045976	0.9860269836301767	1	3	opioid peptide activity	MF	1
GO:0031690	0.19597638301961712	0.9552074959904062	2	14	adrenergic receptor binding	MF	1
GO:0006248	0.19605406222457686	0.9842786528653508	1	4	CMP catabolic process	BP	1
GO:1905333	0.19620282088326102	0.9859186468543749	1	3	regulation of gastric motility	BP	1
GO:0009306	0.19621585494091506	0.8624184145899171	21	296	protein secretion	BP	1
GO:0006813	0.1962640290991162	0.8762689441953573	13	177	potassium ion transport	BP	1
GO:0005229	0.19632577152926753	0.9544906487256535	2	16	intracellularly calcium-gated chloride channel activity	MF	1
GO:0141147	0.19632577152926753	0.9544906487256535	2	16	intracellularly calcium-gated channel activity	MF	1
GO:1905749	0.1964874845654566	0.9842057369631165	1	4	regulation of endosome to plasma membrane protein transport	BP	1
GO:0051051	0.1971094454182623	0.8582541615318144	24	348	negative regulation of transport	BP	1
GO:0035789	0.19716482745770256	0.9840914150463177	1	4	metanephric mesenchymal cell migration	BP	1
GO:2000589	0.19716482745770256	0.9840914150463177	1	4	regulation of metanephric mesenchymal cell migration	BP	1
GO:0017129	0.19719333831233202	0.9857687764262157	1	3	triglyceride binding	MF	1
GO:0035697	0.19747644772499684	0.9857257796346196	1	3	CD8-positive, alpha-beta T cell extravasation	BP	1
GO:2000449	0.19747644772499684	0.9857257796346196	1	3	regulation of CD8-positive, alpha-beta T cell extravasation	BP	1
GO:0015757	0.19770929716570276	0.9839991915424073	1	4	galactose transmembrane transport	BP	1
GO:0051174	0.1982598552251146	0.8498863416195501	33	494	regulation of phosphorus metabolic process	BP	1
GO:0015213	0.1982817602916186	0.9839019109724161	1	4	uridine transmembrane transporter activity	MF	1
GO:0015862	0.1982817602916186	0.9839019109724161	1	4	uridine transmembrane transport	BP	1
GO:0015864	0.1982817602916186	0.9839019109724161	1	4	pyrimidine nucleoside transport	BP	1
GO:0060298	0.198492732620075	0.9838659781341743	1	4	positive regulation of sarcomere organization	BP	1
GO:0046546	0.19878947380214043	0.8870783764978986	9	115	development of primary male sexual characteristics	BP	1
GO:0032700	0.19879288949075846	0.95496322095677455	2	12	negative regulation of interleukin-17 production	BP	1
GO:0097094	0.19880687884771675	0.953828504837169	2	15	craniofacial suture morphogenesis	BP	1
GO:0099576	0.19883791587743954	0.9838070916297705	1	4	regulation of protein catabolic process at postsynapse, modulating synaptic transmission	BP	1
GO:0009880	0.19906040339340453	0.9106546904500641	5	56	embryonic pattern specification	BP	1
GO:0033005	0.19921094283056312	0.9837433227134614	1	4	positive regulation of mast cell activation	BP	1
GO:0015272	0.19922594478072078	0.9837407552534354	1	4	ATP-activated inward rectifier potassium channel activity	MF	1
GO:0042053	0.1992647819981558	0.9539759609273372	2	14	regulation of dopamine metabolic process	BP	1
GO:0072088	0.1995365856675847	0.9025653587182767	6	70	nephron epithelium morphogenesis	BP	1
GO:0048266	0.19973933999949856	0.9531951694068406	2	16	behavioral response to pain	BP	1
GO:1905395	0.19974999375782593	0.9853778900622753	1	3	response to flavonoid	BP	1
GO:0002175	0.19978247212441186	0.9836453528400673	1	4	protein localization to paranode region of axon	BP	1
GO:2000697	0.1997857881553448	0.9836447834725128	1	4	negative regulation of epithelial cell differentiation involved in kidney development	BP	1
GO:1900121	0.1998950570327712	0.9836260157503546	1	4	negative regulation of receptor binding	BP	1
GO:2000406	0.1999456991765258	0.9207642746535	4	36	positive regulation of T cell migration	BP	1
GO:0031731	0.1999785042252322	0.9888702093574466	1	2	CCR6 chemokine receptor binding	MF	1
GO:0099571	0.20000667806893158	0.95337349164184515	2	15	postsynaptic cytoskeleton	CC	1
GO:0070431	0.2000103042338042	0.9533721135862888	2	15	nucleotide-binding oligomerization domain containing 2 signaling pathway	BP	1
GO:0002758	0.2000810198252906	0.8606159904324694	20	283	innate immune response-activating signaling pathway	BP	1
GO:0007044	0.20027919266966845	0.8955275146493296	7	92	cell-substrate junction assembly	BP	1
GO:0046951	0.20038407714580792	0.9835418781239702	1	4	ketone body biosynthetic process	BP	1
GO:0097029	0.20062756693816283	0.9852423685491047	1	3	mature conventional dendritic cell differentiation	BP	1
GO:0005544	0.2007593771814064	0.919809245718321	4	41	calcium-dependent phospholipid binding	MF	1
GO:0002021	0.2007848252113536	0.9335116279925842	3	27	response to dietary excess	BP	1
GO:0032091	0.2008146244890579	0.933655440787989	3	26	negative regulation of protein binding	BP	1
GO:0002437	0.20086727480994052	0.9021182623361264	6	62	inflammatory response to antigenic stimulus	BP	1
GO:0048762	0.2008876105826891	0.8662815794165398	16	229	mesenchymal cell differentiation	BP	1
GO:0050997	0.20105739820972174	0.9332321509852325	3	28	quaternary ammonium group binding	MF	1
GO:0043455	0.2011149578019726	0.9532768363999836	2	14	regulation of secondary metabolic process	BP	1
GO:0048021	0.2011149578019726	0.9532768363999836	2	14	regulation of melanin biosynthetic process	BP	1
GO:1900376	0.2011149578019726	0.9532768363999836	2	14	regulation of secondary metabolite biosynthetic process	BP	1
GO:0007260	0.20124863276006724	0.9336165534521276	3	25	tyrosine phosphorylation of STAT protein	BP	1
GO:0009116	0.20158429506870268	0.9199816722906495	4	35	nucleoside metabolic process	BP	1
GO:0044729	0.20158531933624974	0.9833341938391807	1	4	hemi-methylated DNA-binding	MF	1
GO:0008426	0.2016799835796309	0.9850789345511806	1	3	protein kinase C inhibitor activity	MF	1
GO:0003073	0.20177943338709578	0.8947841143841643	7	84	regulation of systemic arterial blood pressure	BP	1
GO:0070459	0.2019755385716201	0.9832664202058491	1	4	prolactin secretion	BP	1
GO:0005244	0.20198496353196005	0.884709696208597	9	121	voltage-gated monoatomic ion channel activity	MF	1
GO:0031256	0.20206432291985754	0.8773790232160495	11	157	leading edge membrane	CC	1
GO:0090276	0.20210999694833873	0.8745846062650117	12	158	regulation of peptide hormone secretion	BP	1
GO:1903553	0.2021277761586786	0.9832399384298606	1	4	positive regulation of extracellular exosome assembly	BP	1
GO:0102354	0.20214733228708717	0.9850060388197472	1	3	11-cis-retinol dehydrogenase (NADP+) activity	MF	1
GO:0090257	0.20216760355668278	0.8694616382638825	14	192	regulation of muscle system process	BP	1
GO:0048486	0.20225202319571345	0.9525168877472645	2	15	parasympathetic nervous system development	BP	1
GO:0071332	0.2023732695244585	0.983197186270949	1	4	cellular response to fructose stimulus	BP	1
GO:1904054	0.20240887760841922	0.9831909802230331	1	4	regulation of cholangiocyte proliferation	BP	1
GO:1990036	0.20254254913857256	0.983167671684001	1	4	calcium ion import into sarcoplasmic reticulum	BP	1
GO:0050872	0.20260657769019502	0.9523810197885271	2	15	white fat cell differentiation	BP	1
GO:0032735	0.20277658264003873	0.9189797125846405	4	38	positive regulation of interleukin-12 production	BP	1
GO:0051259	0.2028148616977825	0.8630049254212037	17	242	protein complex oligomerization	BP	1
GO:0001954	0.20293757642361465	0.908266990909756	5	57	positive regulation of cell-matrix adhesion	BP	1
GO:0097252	0.20302801635447537	0.9830828704630865	1	4	oligodendrocyte apoptotic process	BP	1
GO:0035592	0.20313113719545828	0.8568512657921796	21	298	establishment of protein localization to extracellular region	BP	1
GO:0071880	0.20357521002139678	0.9520089921989022	2	15	adenylate cyclase-activating adrenergic receptor signaling pathway	BP	1
GO:0046060	0.20401683316441033	0.9829094188721477	1	4	dATP metabolic process	BP	1
GO:0048520	0.2042891304082733	0.9520669962649141	2	14	positive regulation of behavior	BP	1
GO:0010594	0.20429739378544615	0.8758450124924447	11	150	regulation of endothelial cell migration	BP	1
GO:0033001	0.2043034007318116	0.9846671935175346	1	3	Fc-gamma receptor III complex	CC	1
GO:0042904	0.20457896004555795	0.982810380035581	1	4	9-cis-retinoic acid biosynthetic process	BP	1
GO:0042905	0.20457896004555795	0.982810380035581	1	4	9-cis-retinoic acid metabolic process	BP	1
GO:0072161	0.20458779982106698	0.9828088200752315	1	4	mesenchymal cell differentiation involved in kidney development	BP	1
GO:2001012	0.20458779982106698	0.9828088200752315	1	4	mesenchymal cell differentiation involved in renal system development	BP	1
GO:0099160	0.20468097494208592	0.9827923726663972	1	4	postsynaptic intermediate filament cytoskeleton	CC	1
GO:0051795	0.20474319873662233	0.9845975602218076	1	3	positive regulation of timing of catagen	BP	1
GO:0008594	0.2049947086720125	0.9827369282433829	1	4	photoreceptor cell morphogenesis	BP	1
GO:0005001	0.20525982060267442	0.95081199457103	2	17	transmembrane receptor protein tyrosine phosphatase activity	MF	1
GO:0019198	0.20525982060267442	0.95081199457103	2	17	transmembrane receptor protein phosphatase activity	MF	1
GO:0042088	0.20543848898127626	0.9071418795387081	5	51	T-helper 1 type immune response	BP	1
GO:0034765	0.20579780599180947	0.8607116721204497	17	236	regulation of monoatomic ion transmembrane transport	BP	1
GO:0071839	0.2058630701636697	0.9825829551107852	1	4	apoptotic process in bone marrow cell	BP	1
GO:0006714	0.20590516253402302	0.9844127447240288	1	3	sesquiterpenoid metabolic process	BP	1
GO:0045833	0.20628492884981203	0.8918599630074153	7	82	negative regulation of lipid metabolic process	BP	1
GO:0003044	0.2067229317284864	0.9163940799177153	4	42	regulation of systemic arterial blood pressure mediated by a chemical signal	BP	1
GO:0004565	0.20690992384488444	0.9823963306755812	1	4	beta-galactosidase activity	MF	1
GO:0005080	0.2069985814014021	0.9160733238488844	4	44	protein kinase C binding	MF	1
GO:0006536	0.20717617700625884	0.9303721078491486	3	27	glutamate metabolic process	BP	1
GO:0140677	0.20719281765369696	0.8302088922007156	62	935	molecular function activator activity	MF	1
GO:0002605	0.20737368710560644	0.9823133042185505	1	4	negative regulation of dendritic cell antigen processing and presentation	BP	1
GO:0015278	0.20740922540046686	0.9502284045356943	2	16	intracellularly gated calcium channel activity	MF	1
GO:0022832	0.20774188618656536	0.8806236392965637	9	122	voltage-gated channel activity	MF	1
GO:0046404	0.20799879119794212	0.9822010522997506	1	4	ATP-dependent polydeoxyribonucleotide 5'-hydroxyl-kinase activity	MF	1
GO:0051731	0.20799879119794212	0.9822010522997506	1	4	polynucleotide 5'-hydroxyl-kinase activity	MF	1
GO:0051734	0.20799879119794212	0.9822010522997506	1	4	ATP-dependent polynucleotide 5'-hydroxyl-kinase activity	MF	1
GO:0070428	0.20815191271832476	0.9821734960478459	1	4	regulation of nucleotide-binding oligomerization domain containing 1 signaling pathway	BP	1
GO:0070946	0.20833712356286926	0.9840219695358107	1	3	neutrophil-mediated killing of gram-positive bacterium	BP	1
GO:0016095	0.2084144257455277	0.9840094602898128	1	3	polyprenol catabolic process	BP	1
GO:0030903	0.20848789651681454	0.9501032205916812	2	15	notochord development	BP	1
GO:0060993	0.20850392370659132	0.8901673914107391	7	88	kidney morphogenesis	BP	1
GO:0004601	0.20854847517474306	0.9058620629687951	5	44	peroxidase activity	MF	1
GO:0030199	0.2085799782062353	0.9046774275039187	5	60	collagen fibril organization	BP	1
GO:2000409	0.20905673498144672	0.9820101809666499	1	4	positive regulation of T cell extravasation	BP	1
GO:0001958	0.20923814689652306	0.9291937352215294	3	28	endochondral ossification	BP	1
GO:0036075	0.20923814689652306	0.9291937352215294	3	28	replacement ossification	BP	1
GO:0009744	0.20969193963381708	0.9818950390144497	1	4	response to sucrose	BP	1
GO:0019903	0.20987050499814536	0.8751785468131268	10	136	protein phosphatase binding	MF	1
GO:0071692	0.21010677471591463	0.8512015024428363	21	300	protein localization to extracellular region	BP	1
GO:0042803	0.21019343480876285	0.8356758781339841	40	595	protein homodimerization activity	MF	1
GO:0002520	0.21019616426763	0.8657554331969508	13	178	immune system development	BP	1
GO:1902174	0.21048771088058327	0.9817502189941071	1	4	positive regulation of keratinocyte apoptotic process	BP	1
GO:1904063	0.21093707323251945	0.9034629221489086	5	56	negative regulation of cation transmembrane transport	BP	1
GO:0002218	0.21103122079951492	0.8504457334370614	21	301	activation of innate immune response	BP	1
GO:1902202	0.21109675854306031	0.9816389495693543	1	4	regulation of hepatocyte growth factor receptor signaling pathway	BP	1
GO:1990044	0.21112813638435457	0.9816332068997244	1	4	protein localization to lipid droplet	BP	1
GO:0032714	0.2113089363995893	0.9816000981412398	1	4	negative regulation of interleukin-5 production	BP	1
GO:0002486	0.21165851296706237	0.9496156812015234	2	13	antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent	BP	1
GO:0031628	0.2119411424416729	0.981484067122801	1	4	opioid receptor binding	MF	1
GO:0070326	0.21204992877248044	0.9814640605198959	1	4	very-low-density lipoprotein particle receptor binding	MF	1
GO:0099552	0.21224668983500394	0.9814278443786112	1	4	trans-synaptic signaling by lipid, modulating synaptic transmission	BP	1
GO:0099553	0.21224668983500394	0.9814278443786112	1	4	trans-synaptic signaling by endocannabinoid, modulating synaptic transmission	BP	1
GO:0048546	0.21241097797330077	0.9130077768687114	4	44	digestive tract morphogenesis	BP	1
GO:0031705	0.2125169741391304	0.9833377586040101	1	3	bombesin receptor binding	MF	1
GO:0048665	0.21284353605578438	0.9273867931948676	3	28	neuron fate specification	BP	1
GO:0032024	0.21290005722926403	0.8940007150557989	6	70	positive regulation of insulin secretion	BP	1
GO:1902227	0.21291056251918017	0.9832725084957445	1	3	negative regulation of macrophage colony-stimulating factor signaling pathway	BP	1
GO:0031579	0.21322106903694038	0.9273547567738175	3	27	membrane raft organization	BP	1
GO:0042063	0.21326350289987553	0.8485852275772826	21	309	gliogenesis	BP	1
GO:1904062	0.21330062762301671	0.856659892790592	16	221	regulation of monoatomic cation transmembrane transport	BP	1
GO:0055075	0.21368442753468553	0.9266791105352883	3	30	potassium ion homeostasis	BP	1
GO:0008150	0.21368648005882585	0.8278176883250309	749	12762	biological_process	BP	1
GO:0097066	0.21371756786866247	0.9477303507490279	2	16	response to thyroid hormone	BP	1
GO:0061900	0.21384630190766363	0.9020982783068312	5	50	glial cell activation	BP	1
GO:0055118	0.21388641872041533	0.9811245120617756	1	4	negative regulation of cardiac muscle contraction	BP	1
GO:2000253	0.21402817540405136	0.9810981608759608	1	4	positive regulation of feeding behavior	BP	1
GO:0015204	0.2142018044485347	0.9810658572066162	1	4	urea transmembrane transporter activity	MF	1
GO:0036515	0.21459310817092897	0.9798064220201554	1	5	serotonergic neuron axon guidance	BP	1
GO:0006204	0.21464962861033077	0.9809823986110736	1	4	IMP catabolic process	BP	1
GO:0086007	0.21465267254868553	0.979794640687716	1	5	voltage-gated calcium channel activity involved in cardiac muscle cell action potential	MF	1
GO:0007616	0.21487318050457838	0.9262141791908192	3	29	long-term memory	BP	1
GO:0140346	0.21488504261296318	0.9797486436152194	1	5	phosphatidylserine flippase activity	MF	1
GO:0098639	0.21488575709209015	0.9797485020969084	1	5	collagen binding involved in cell-matrix adhesion	MF	1
GO:0090555	0.21489773478678068	0.9797461295697463	1	5	phosphatidylethanolamine flippase activity	MF	1
GO:1901166	0.2149435357980283	0.9797370559475047	1	5	neural crest cell migration involved in autonomic nervous system development	BP	1
GO:0008506	0.21496229630782365	0.9809240079181517	1	4	sucrose:proton symporter activity	MF	1
GO:0008515	0.21496229630782365	0.9809240079181517	1	4	sucrose transmembrane transporter activity	MF	1
GO:0009669	0.21496229630782365	0.9809240079181517	1	4	sucrose:monoatomic cation symporter activity	MF	1
GO:0015154	0.21496229630782365	0.9809240079181517	1	4	disaccharide transmembrane transporter activity	MF	1
GO:0015157	0.21496229630782365	0.9809240079181517	1	4	oligosaccharide transmembrane transporter activity	MF	1
GO:0015766	0.21496229630782365	0.9809240079181517	1	4	disaccharide transport	BP	1
GO:0015770	0.21496229630782365	0.9809240079181517	1	4	sucrose transport	BP	1
GO:0015772	0.21496229630782365	0.9809240079181517	1	4	oligosaccharide transport	BP	1
GO:0038132	0.21497910707933032	0.9797300073870248	1	5	neuregulin binding	MF	1
GO:0005592	0.21498384591908892	0.9797290682690665	1	5	collagen type XI trimer	CC	1
GO:0072028	0.2151105807161197	0.8924742529900996	6	72	nephron morphogenesis	BP	1
GO:0060916	0.2151690850759281	0.9796923397575623	1	5	mesenchymal cell proliferation involved in lung development	BP	1
GO:0072109	0.21561753460726613	0.9469677475955596	2	16	glomerular mesangium development	BP	1
GO:0090425	0.21569118474771604	0.9795886224234556	1	5	acinar cell differentiation	BP	1
GO:0090200	0.21592808812165226	0.9265559711677576	3	24	positive regulation of release of cytochrome c from mitochondria	BP	1
GO:0160221	0.21595063736920905	0.9795369726036167	1	5	Rho-activating G protein-coupled receptor signaling pathway	BP	1
GO:0046049	0.21601249921818078	0.9474847354802164	2	14	UMP metabolic process	BP	1
GO:0098591	0.21602217961253087	0.9795227178576685	1	5	external side of apical plasma membrane	CC	1
GO:0032487	0.2161440664022224	0.9807024165423242	1	4	regulation of Rap protein signal transduction	BP	1
GO:1901186	0.2162330321989924	0.9255236505275001	3	29	positive regulation of ERBB signaling pathway	BP	1
GO:0051290	0.21641405885278156	0.9469618542483239	2	15	protein heterotetramerization	BP	1
GO:0016805	0.2164791458522814	0.9469357184846011	2	15	dipeptidase activity	MF	1
GO:0032814	0.21672240632376016	0.9113643857949021	4	36	regulation of natural killer cell activation	BP	1
GO:0061817	0.2167759659879567	0.9793721933619244	1	5	endoplasmic reticulum-plasma membrane tethering	BP	1
GO:1903119	0.21681181729489454	0.979365019010045	1	5	protein localization to actin cytoskeleton	BP	1
GO:0043027	0.2169474102923258	0.9471116053146582	2	14	cysteine-type endopeptidase inhibitor activity involved in apoptotic process	MF	1
GO:0042069	0.21700681756933063	0.9467236269938571	2	15	regulation of catecholamine metabolic process	BP	1
GO:0017110	0.21731728090470012	0.946281497714031	2	16	nucleoside diphosphate phosphatase activity	MF	1
GO:0008401	0.21739728938744976	0.9804658770551297	1	4	retinoic acid 4-hydroxylase activity	MF	1
GO:0090717	0.2175050384180893	0.9825002972181702	1	3	adaptive immune memory response involving T cells and B cells	BP	1
GO:0014706	0.2175759156368796	0.8425429274356022	23	343	striated muscle tissue development	BP	1
GO:0141050	0.21777329021382041	0.9803945971605085	1	4	histone H3K deacetylase activity	MF	1
GO:0070445	0.21779002456302016	0.97916873419859	1	5	regulation of oligodendrocyte progenitor proliferation	BP	1
GO:0035385	0.21814371884880976	0.9790975100135529	1	5	Roundabout signaling pathway	BP	1
GO:0035148	0.2182959174431862	0.8690313509989673	10	136	tube formation	BP	1
GO:0045217	0.21878117601811822	0.9456874350875832	2	16	cell-cell junction maintenance	BP	1
GO:0050660	0.2188347540110201	0.8898723909968291	6	76	flavin adenine dinucleotide binding	MF	1
GO:0030485	0.21902174575892064	0.9801568894095769	1	4	smooth muscle contractile fiber	CC	1
