category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	padj
GO:0008544	1.0323851337099997e-54	1	66	304	epidermis development	BP	2.178952063208325e-50
GO:0043588	2.3148471300678856e-45	1	55	257	skin development	BP	2.4428581763606394e-41
GO:0001533	9.818927084128172e-45	1	35	49	cornified envelope	CC	6.90794250125364e-41
GO:0009913	7.948933036317833e-38	1	44	180	epidermal cell differentiation	BP	4.194254516613105e-34
GO:0030216	2.0704656157544754e-37	1	40	124	keratinocyte differentiation	BP	8.739849457222791e-34
GO:0031424	5.8286570078610525e-30	1	26	41	keratinization	BP	2.0503272467985894e-26
GO:0009888	8.43935813336271e-27	1	86	1681	tissue development	BP	2.5445870394679054e-23
GO:0060429	3.56885429992691e-25	1	66	1025	epithelium development	BP	9.41552985678217e-22
GO:0030280	5.6683421950145446e-24	1	20	31	structural constituent of skin epidermis	MF	1.3292892263108554e-20
GO:0030855	1.7780217434856703e-23	1	50	591	epithelial cell differentiation	BP	3.7526926918008554e-20
GO:0005576	4.087722512911942e-21	1	119	2990	extracellular region	CC	7.843224668865405e-18
GO:0045109	3.8600664907966463e-19	1	18	46	intermediate filament organization	BP	6.789213612896167e-16
GO:0045104	1.8123533703463534e-18	1	19	64	intermediate filament cytoskeleton organization	BP	2.942425402656164e-15
GO:0045103	2.2479195211125428e-18	1	19	65	intermediate filament-based process	BP	3.279148734691706e-15
GO:0045095	2.3304856922380172e-18	1	16	32	keratin filament	CC	3.279148734691706e-15
GO:0061436	1.88027721343458e-17	1	14	33	establishment of skin barrier	BP	2.4803206791718903e-14
GO:0071944	6.994845361835634e-17	1	124	4490	cell periphery	CC	8.684306247464875e-14
GO:0018149	7.88326519555639e-17	1	13	18	peptide cross-linking	BP	9.243566400967399e-14
GO:0005615	2.6096923531982104e-16	1	98	2426	extracellular space	CC	2.898956147715865e-13
GO:0005882	3.4214637597837425e-16	1	19	80	intermediate filament	CC	3.610670705699783e-13
GO:0098773	6.276813223262043e-16	1	20	119	skin epidermis development	BP	6.308496185246127e-13
GO:0030057	7.098238559095148e-16	1	11	27	desmosome	CC	6.8097919558301e-13
GO:0045111	3.473620704863783e-15	1	20	109	intermediate filament cytoskeleton	CC	3.187575591167609e-12
GO:0005886	4.043207423808863e-15	1	114	4122	plasma membrane	CC	3.5556639952879104e-12
GO:0031982	4.3244613151593634e-11	1	97	3273	vesicle	CC	3.650883220710141e-8
GO:0002934	4.6170536064327006e-11	1	7	14	desmosome organization	BP	3.747982054514176e-8
GO:0048856	2.6887753253454784e-10	1	114	4767	anatomical structure development	BP	2.1018256302496913e-7
GO:0070062	3.0511399388367986e-10	1	65	1728	extracellular exosome	CC	2.299905698181767e-7
GO:1903561	4.477449781105295e-10	1	65	1749	extracellular vesicle	CC	3.153176348246095e-7
GO:0043230	4.631311797386001e-10	1	65	1750	extracellular organelle	CC	3.153176348246095e-7
GO:0065010	4.631311797386001e-10	1	65	1750	extracellular membrane-bounded organelle	CC	3.153176348246095e-7
GO:0005509	1.38109302601685e-9	1	29	552	calcium ion binding	MF	9.109171689722387e-7
GO:0004867	2.239435089771969e-9	0.999999999862211	11	54	serine-type endopeptidase inhibitor activity	MF	1.432288394082642e-6
GO:0008236	3.16150919693271e-9	0.9999999995910913	17	139	serine-type peptidase activity	MF	1.9625533267782877e-6
GO:0017171	4.288752731923893e-9	0.9999999994324693	17	144	serine hydrolase activity	MF	2.586240433142448e-6
GO:0004252	6.86422801685366e-9	0.9999999991352976	16	122	serine-type endopeptidase activity	MF	4.024344347880927e-6
GO:0048513	8.981344074177903e-9	1	70	2476	animal organ development	BP	5.123249946745913e-6
GO:0030154	1.163069411969298e-8	1	89	3523	cell differentiation	BP	6.3493405301726065e-6
GO:0048869	1.173241166856494e-8	1	89	3524	cellular developmental process	BP	6.3493405301726065e-6
GO:0032502	1.6304672479520304e-8	1	116	5167	developmental process	BP	8.603160433818888e-6
GO:0005911	9.375757532251886e-8	0.9999999793525333	22	455	cell-cell junction	CC	4.826457035992885e-5
GO:0004866	1.2052662894392225e-7	0.9999999852784988	13	98	endopeptidase inhibitor activity	MF	6.056750072596245e-5
GO:0043616	1.3244118771998034e-7	0.9999999910447424	9	52	keratinocyte proliferation	BP	6.500706297716058e-5
GO:0006959	1.4692604352305322e-7	0.9999999701245456	20	182	humoral immune response	BP	7.047775169539912e-5
GO:0030141	1.8128841769528708e-7	0.9999999438462376	34	729	secretory granule	CC	8.470423522133122e-5
GO:0030414	1.8461076566764122e-7	0.9999999765066908	13	102	peptidase inhibitor activity	MF	8.470423522133122e-5
GO:0045682	1.965178992359633e-7	0.9999999860054027	9	54	regulation of epidermis development	BP	8.824908045264344e-5
GO:0002784	2.1958504513262481e-7	1	4	4	regulation of antimicrobial peptide production	BP	9.269123925242616e-5
GO:0002786	2.1958504513262481e-7	1	4	4	regulation of antibacterial peptide production	BP	9.269123925242616e-5
GO:0097209	2.1958504513509468e-7	1	4	4	epidermal lamellar body	CC	9.269123925242616e-5
GO:0004175	4.17342921675479e-7	0.9999999115043097	19	291	endopeptidase activity	MF	1.7271450401730703e-4
GO:0042742	5.322524418997668e-7	0.9999998917261741	18	215	defense response to bacterium	BP	2.1603307766800917e-4
GO:0005198	9.287243591406681e-7	0.9999997073622289	30	578	structural molecule activity	MF	3.6984257215137624e-4
GO:0016020	1.0194238682402409e-6	1	140	6903	membrane	CC	3.984437067236764e-4
GO:0042303	1.753621447444475e-6	0.9999998012402669	10	99	molting cycle	BP	6.609273976743409e-4
GO:0042633	1.753621447444475e-6	0.9999998012402669	10	99	hair cycle	BP	6.609273976743409e-4
GO:0008233	1.8166474459787353e-6	0.9999995174411154	22	442	peptidase activity	MF	6.72669491137319e-4
GO:0061135	2.079921734423025e-6	0.9999996656068255	13	125	endopeptidase regulator activity	MF	7.452265652232257e-4
GO:0052547	2.0832164952227007e-6	0.9999999159721091	6	20	regulation of peptidase activity	BP	7.452265652232257e-4
GO:0061134	2.1607351225190487e-6	0.9999996190814201	14	156	peptidase regulator activity	MF	7.600745915981173e-4
GO:0002775	2.4397222215350704e-6	0.9999999869038814	4	5	antimicrobial peptide production	BP	8.305286646406322e-4
GO:0002778	2.4397222215350704e-6	0.9999999869038814	4	5	antibacterial peptide production	BP	8.305286646406322e-4
GO:0099503	2.502412639379661e-6	0.9999990945360395	35	880	secretory vesicle	CC	8.383479550277322e-4
GO:0019731	3.337669452128466e-6	0.9999997413493282	8	29	antibacterial humoral response	BP	0.0011007008040097408
GO:0045216	5.496800529905818e-6	0.9999990950102375	12	189	cell-cell junction organization	BP	0.0017848534151414183
GO:0007155	5.874739592171924e-6	0.9999976661350555	39	1321	cell adhesion	BP	0.0018675852581818751
GO:0070161	5.986827530128668e-6	0.9999979861463894	28	811	anchoring junction	CC	0.0018675852581818751
GO:0019730	6.017047169353146e-6	0.9999988745123065	14	92	antimicrobial humoral response	BP	0.0018675852581818751
GO:0022829	7.023963916566474e-6	0.9999996233571378	6	28	wide pore channel activity	MF	0.002148518585841333
GO:0048730	7.844706616874132e-6	0.9999995624706327	6	32	epidermis morphogenesis	BP	0.002365291112224935
GO:0042599	8.78218165911118e-6	0.9999997097202663	5	14	lamellar body	CC	0.002610658114045078
GO:0045604	9.898645442446601e-6	0.9999992147435562	7	47	regulation of epidermal cell differentiation	BP	0.002901677926503861
GO:0048306	1.064173463863327e-5	0.9999985495741487	10	70	calcium-dependent protein binding	MF	0.003076773305246491
GO:0007156	1.2512912534168873e-5	0.9999984160746872	9	142	homophilic cell adhesion via plasma membrane adhesion molecules	BP	0.003568885566840111
GO:0002759	1.845578653452385e-5	0.9999996938942866	4	7	regulation of antimicrobial humoral response	BP	0.005193704407968806
GO:0002920	2.0352501606529754e-5	0.9999982277953393	7	39	regulation of humoral immune response	BP	0.005652103932992329
GO:0009617	2.233421191754464e-5	0.9999926029943461	24	527	response to bacterium	BP	0.006121894503009054
GO:0098609	2.335149998955458e-5	0.9999915027510483	28	850	cell-cell adhesion	BP	0.006318676394609474
GO:0090132	3.111440391425341e-5	0.9999962587631813	8	93	epithelium migration	BP	0.008312665936889018
GO:0005921	3.186453778292607e-5	0.9999984758398989	5	20	gap junction	CC	0.008406661680580471
GO:0003334	3.299806113793137e-5	0.9999991084541744	4	13	keratinocyte development	BP	0.008515936344915534
GO:0002159	3.314429389218881e-5	0.9999996723508608	3	7	desmosome assembly	BP	0.008515936344915534
GO:0001942	3.348918395849471e-5	0.9999959492564836	8	85	hair follicle development	BP	0.008515936344915534
GO:0006957	3.5347665727056305e-5	0.9999990277897832	4	13	complement activation, alternative pathway	BP	0.008881521819467266
GO:0022404	3.727485269648446e-5	0.9999954163036264	8	87	molting cycle process	BP	0.009087855362346133
GO:0022405	3.727485269648446e-5	0.9999954163036264	8	87	hair cycle process	BP	0.009087855362346133
GO:0002009	3.7460599664745266e-5	0.9999889149832036	19	461	morphogenesis of an epithelium	BP	0.009087855362346133
GO:0045684	5.0581049077040374e-5	0.9999972235226564	5	25	positive regulation of epidermis development	BP	0.011953279592092084
GO:0010466	5.059281153358604e-5	0.9999985105404635	4	12	negative regulation of peptidase activity	BP	0.011953279592092084
GO:0090130	5.163043931905824e-5	0.999993309219052	8	98	tissue migration	BP	0.011953279592092084
GO:0031069	5.1813813060584395e-5	0.9999970954508952	5	28	hair follicle morphogenesis	BP	0.011953279592092084
GO:0002921	5.210374881419842e-5	0.9999983293980509	4	16	negative regulation of humoral immune response	BP	0.011953279592092084
GO:0097435	6.848556104675195e-5	0.999975504402361	24	681	supramolecular fiber organization	BP	0.015542540338201577
GO:0005200	7.913620327343001e-5	0.9999891184805415	8	93	structural constituent of cytoskeleton	MF	0.017768603258393766
GO:0002160	8.462253157213396e-5	1	2	2	desmosome maintenance	BP	0.018800454224857467
GO:0045110	9.03557082323907e-5	0.9999987441088564	3	7	intermediate filament bundle assembly	BP	0.01986507893700873
GO:0099513	9.254100483528454e-5	0.9999687174931746	21	560	polymeric cytoskeletal fiber	CC	0.020135777814984695
GO:0051546	9.662878900795944e-5	0.9999962382947909	4	19	keratinocyte migration	BP	0.02081068592655094
GO:0045616	1.206638673585016e-4	0.9999917918035633	5	31	regulation of keratinocyte differentiation	BP	0.02572456145927813
GO:0052548	1.2875566913777203e-4	0.9999950367091459	4	13	regulation of endopeptidase activity	BP	0.027175171528218165
GO:0048729	1.333800143097142e-4	0.9999549682127625	20	557	tissue morphogenesis	BP	0.02787246120812701
GO:0005922	1.5688141175225885e-4	0.9999934977431897	4	14	connexin complex	CC	0.03246214780826642
GO:0043207	1.80299451086925e-4	0.9999143581397634	40	1278	response to external biotic stimulus	BP	0.036945633151850864
GO:0003336	1.87004097949393e-4	1	2	2	corneocyte desquamation	BP	0.03795104318576816
GO:0032501	2.0660959423295764e-4	0.9998787845764009	110	5586	multicellular organismal process	BP	0.04153049615124575
GO:0004857	2.142878228295857e-4	0.9999351322361545	16	316	enzyme inhibitor activity	MF	0.04266753574189845
GO:0010631	2.168396175781447e-4	0.9999705373113824	7	92	epithelial cell migration	BP	0.042772121201909555
GO:0019215	2.3003451868475503e-4	0.9999949042874893	3	10	intermediate filament binding	MF	0.04494663504106915
GO:0044419	2.3241383240461567e-4	0.9998862323417033	42	1418	biological process involved in interspecies interaction between organisms	BP	0.04494663504106915
GO:0005243	2.3425233841171259e-4	0.999988859982846	4	16	gap junction channel activity	MF	0.04494663504106915
GO:0036457	2.4048450581804872e-4	0.9999992808243631	2	3	keratohyalin granule	CC	0.045726720538700326
GO:0098590	2.539096072082792e-4	0.9998946493854322	27	1023	plasma membrane region	CC	0.047848358658374474
GO:0009607	2.770875113621413e-4	0.9998653872397018	40	1310	response to biotic stimulus	BP	0.051754062077958886
GO:0016324	3.026760505394376e-4	0.999918202771076	13	314	apical plasma membrane	CC	0.05603755019899447
GO:0010837	3.236932615871259e-4	0.9999720936290197	5	39	regulation of keratinocyte proliferation	BP	0.0594075650352859
GO:0098742	3.4110480891575367e-4	0.9999252966303268	10	228	cell-cell adhesion via plasma-membrane adhesion molecules	BP	0.06203858195797264
GO:0051707	3.439076134313844e-4	0.9998323603646287	39	1276	response to other organism	BP	0.06203858195797264
GO:0061844	3.474915658248686e-4	0.9999272054638855	10	72	antimicrobial humoral immune response mediated by antimicrobial peptide	BP	0.06215387278220064
GO:0140546	3.512785018370694e-4	0.9998425773140258	31	885	defense response to symbiont	BP	0.06230322739305199
GO:0043542	3.6462559349421584e-4	0.9999126703516005	11	206	endothelial cell migration	BP	0.06413156480240766
GO:0035377	3.6919945527708666e-4	0.9999986289776457	2	3	transepithelial water transport	BP	0.0643993694469272
GO:0045178	3.984767431840084e-4	0.9999030555738916	11	262	basal part of cell	CC	0.06893647657083346
GO:0010951	4.5435549393068393e-4	0.999987708303543	3	9	negative regulation of endopeptidase activity	BP	0.07796444760082126
GO:0098542	4.6643537387852977e-4	0.9997872339744094	31	901	defense response to other organism	BP	0.07939181452484072
GO:0045916	5.014461221799843e-4	0.9999847582385856	3	12	negative regulation of complement activation	BP	0.084668174837846
GO:0006590	5.290858534290015e-4	0.9999826950871358	3	16	thyroid hormone generation	BP	0.08862607954343259
GO:0007043	5.346429935177012e-4	0.9999009272797389	8	137	cell-cell junction assembly	BP	0.0888517718203512
GO:0042445	7.350768901586123e-4	0.9998232060262038	10	179	hormone metabolic process	BP	0.12120728784130992
GO:0008283	7.681239577463941e-4	0.9995991748993742	42	1663	cell population proliferation	BP	0.12567460660616586
GO:0010481	7.854568546347101e-4	1	2	2	epidermal cell division	BP	0.12654849140397093
GO:0010482	7.854568546347101e-4	1	2	2	regulation of epidermal cell division	BP	0.12654849140397093
GO:0086073	8.046886907580932e-4	0.9999927333345663	2	5	bundle of His cell-Purkinje myocyte adhesion involved in cell communication	BP	0.1274635575055553
GO:0086083	8.046886907580932e-4	0.9999927333345663	2	5	cell adhesive protein binding involved in bundle of His cell-Purkinje myocyte communication	MF	0.1274635575055553
GO:0010952	8.092540844188577e-4	0.9999732487161662	3	9	positive regulation of peptidase activity	BP	0.1274635575055553
GO:0051346	8.261231807712707e-4	0.9999399880729576	4	29	negative regulation of hydrolase activity	BP	0.1291567100248773
GO:0035425	8.3793454350521e-4	0.9999748931857009	3	7	autocrine signaling	BP	0.12983301618908746
GO:0031410	8.427519765898314e-4	0.9995344049319118	51	2124	cytoplasmic vesicle	CC	0.12983301618908746
GO:0051336	8.732499380933375e-4	0.9998248361011617	8	158	regulation of hydrolase activity	BP	0.13214948439047822
GO:0097708	8.775954971402091e-4	0.9995141762340689	51	2130	intracellular vesicle	CC	0.13214948439047822
GO:0009925	8.819432768844777e-4	0.9997812586969784	10	246	basal plasma membrane	CC	0.13214948439047822
GO:0003335	8.828331895696687e-4	0.9999948987989694	2	3	corneocyte development	BP	0.13214948439047822
GO:0045229	9.791246583281238e-4	0.9997340441847211	11	275	external encapsulating structure organization	BP	0.1455310213991083
GO:2000811	9.98137077036048e-4	0.9999583297715913	3	19	negative regulation of anoikis	BP	0.14630565302900767
GO:0050786	9.982002291375486e-4	0.9999350146916794	4	12	RAGE receptor binding	MF	0.14630565302900767
GO:0098659	0.0010369321094996936	0.9998457457371829	6	98	inorganic cation import across plasma membrane	BP	0.14990061029520912
GO:0099587	0.0010369321094996936	0.9998457457371829	6	98	inorganic ion import across plasma membrane	BP	0.14990061029520912
GO:0006883	0.0011016058229429825	0.999953107566479	3	17	intracellular sodium ion homeostasis	BP	0.1581666156396911
GO:0002225	0.001131688130634835	1	2	2	positive regulation of antimicrobial peptide production	BP	0.16030476298777738
GO:0002803	0.001131688130634835	1	2	2	positive regulation of antibacterial peptide production	BP	0.16030476298777738
GO:0098719	0.0011717604138667087	0.9999476579323262	3	21	sodium ion import across plasma membrane	BP	0.16487450196713838
GO:0030056	0.0011811339877588166	0.999985901734112	2	6	hemidesmosome	CC	0.16509280758700387
GO:0086042	0.0011966919600071397	0.9999856207503683	2	6	cardiac muscle cell-cardiac muscle cell adhesion	BP	0.16616697702572822
GO:0009605	0.001305549190778763	0.9992697741524502	49	1947	response to external stimulus	BP	0.17961915089921687
GO:0006952	0.0013105917387699895	0.9992960748252069	42	1512	defense response	BP	0.17961915089921687
GO:0042640	0.0014471954786866522	0.9999823907483213	2	5	anagen	BP	0.19579812675102873
GO:0051884	0.0014471954786866522	0.9999823907483213	2	5	regulation of timing of anagen	BP	0.19579812675102873
GO:0006956	0.0015767589739125129	0.9998049387800855	5	43	complement activation	BP	0.21148563212530785
GO:1990349	0.0015831862918505944	0.9999826183115219	2	4	gap junction-mediated intercellular transport	BP	0.21148563212530785
GO:0031012	0.0016006782796554827	0.9994325495104994	15	403	extracellular matrix	CC	0.2124774576755259
GO:0030312	0.0016235340717215426	0.9994235861006017	15	404	external encapsulating structure	CC	0.21416443823596798
GO:0101003	0.0019048206862747196	0.9997501227633699	5	55	ficolin-1-rich granule membrane	CC	0.24542718221504975
GO:0099081	0.0019149123915329245	0.9991600868274273	22	756	supramolecular polymer	CC	0.24542718221504975
GO:0099512	0.0019149123915329245	0.9991600868274273	22	756	supramolecular fiber	CC	0.24542718221504975
GO:1900424	0.0019195502731656397	0.9999026417845467	3	15	regulation of defense response to bacterium	BP	0.24542718221504975
GO:2000647	0.0019259176391437525	0.9998981841220477	3	20	negative regulation of stem cell proliferation	BP	0.24542718221504975
GO:0004028	0.0019303000212118951	0.999972795077506	2	5	3-chloroallyl aldehyde dehydrogenase activity	MF	0.24542718221504975
GO:0045959	0.0019683172271422614	0.9999719814797392	2	5	negative regulation of complement activation, classical pathway	BP	0.24802723765065696
GO:0022617	0.001974252626045218	0.9997388823359747	5	55	extracellular matrix disassembly	BP	0.24802723765065696
GO:0042100	0.0021496267133555144	0.9996335271246845	6	81	B cell proliferation	BP	0.2684616651602455
GO:0010839	0.002165162898129785	0.9998800582659035	3	21	negative regulation of keratinocyte proliferation	BP	0.26881134192898376
GO:0038001	0.00219287757122553	0.9999641263921216	2	6	paracrine signaling	BP	0.27066008197828095
GO:0006833	0.0022217720572819447	0.9998780822219967	3	18	water transport	BP	0.2726320990755391
GO:0050673	0.0022438879176171263	0.9992078501066344	14	390	epithelial cell proliferation	BP	0.2737543259492894
GO:0006955	0.0023268643346891897	0.9987166116102503	41	1500	immune response	BP	0.2822459692410922
GO:0030574	0.0023658585998741163	0.9997677771147844	4	34	collagen catabolic process	BP	0.2853360663368177
GO:2000209	0.0023963767653100683	0.9998605413349448	3	24	regulation of anoikis	BP	0.28737459095814943
GO:0004745	0.0024154356607866685	0.9998705762693109	3	13	all-trans-retinol dehydrogenase (NAD+) activity	MF	0.288023644387364
GO:0045177	0.0024633441669139524	0.9991587038003668	13	395	apical part of cell	CC	0.2920861909375611
GO:0042403	0.002518522310718279	0.999852834406781	3	21	thyroid hormone metabolic process	BP	0.296960513352067
GO:0002707	0.0025667781100911905	0.9996374758373686	5	61	negative regulation of lymphocyte mediated immunity	BP	0.3009689932865815
GO:1990254	0.0026010580961676713	0.999957297469878	2	5	keratin filament binding	MF	0.3033034926945573
GO:0070268	0.0028145088892150573	0.9999585080744495	2	4	cornification	BP	0.32639024514160986
GO:0018455	0.0028484558562188738	0.9995976253952251	5	41	alcohol dehydrogenase [NAD(P)+] activity	MF	0.32852190875057674
GO:0030198	0.00314658765882781	0.9990712077309345	10	273	extracellular matrix organization	BP	0.36093412569141176
GO:0040009	0.0031664599584210434	0.9999374751580489	2	6	regulation of growth rate	BP	0.36125029125640296
GO:0043062	0.0032043707162852817	0.9990516918548754	10	274	extracellular structure organization	BP	0.36360993730062985
GO:0110096	0.0034969994178518306	0.9997746004067994	3	18	cellular response to aldehyde	BP	0.39469342092610016
GO:0004869	0.0035832912337262833	0.9996247681537953	4	21	cysteine-type endopeptidase inhibitor activity	MF	0.40181626269473386
GO:0060232	0.003598184101644305	0.9999199219850772	2	7	delamination	BP	0.40181626269473386
GO:0051797	0.003678748634181204	0.999758559388992	3	18	regulation of hair follicle development	BP	0.4086508877527815
GO:0070820	0.003832327526107758	0.9990289106050255	8	143	tertiary granule	CC	0.423482223905918
GO:0010496	0.0039058248355793765	0.9999093310092537	2	7	intercellular transport	BP	0.42935593218613705
GO:0002698	0.00395463282145334	0.9991051473960884	7	121	negative regulation of immune effector process	BP	0.43246880999789733
GO:0004022	0.003989801362693625	0.9997348752270822	3	16	alcohol dehydrogenase (NAD+) activity	MF	0.4340657090773797
GO:0030856	0.004123824049551157	0.9990569811253441	7	135	regulation of epithelial cell differentiation	BP	0.4463457968709063
GO:0004222	0.00415597021540678	0.9993348826493466	5	84	metalloendopeptidase activity	MF	0.44753013962436483
GO:0086080	0.004240315485924384	0.9998860336174498	2	11	protein binding involved in heterotypic cell-cell adhesion	MF	0.4542949169843657
GO:0036312	0.004303104409814548	0.9998834690141928	2	11	phosphatidylinositol 3-kinase regulatory subunit binding	MF	0.45869354380578714
GO:0001523	0.004350700515356037	0.9993050292542842	5	61	retinoid metabolic process	BP	0.45880461449990695
GO:0015166	0.004389195225242263	0.999887644283203	2	8	polyol transmembrane transporter activity	MF	0.45880461449990695
GO:0070488	0.004391098840565773	1	2	2	neutrophil aggregation	BP	0.45880461449990695
GO:1990660	0.004391098840565773	1	2	2	calprotectin complex	CC	0.45880461449990695
GO:1903763	0.004439347783401061	0.9998899233286666	2	7	gap junction channel activity involved in cell communication by electrical coupling	MF	0.4615609572239546
GO:0002064	0.004463754065866693	0.9988316637884903	8	199	epithelial cell development	BP	0.4618234966381491
GO:0004029	0.004544418785560072	0.9996741298275434	3	20	aldehyde dehydrogenase (NAD+) activity	MF	0.467875623844053
GO:0042476	0.004582536229538887	0.9990817013000524	6	104	odontogenesis	BP	0.4695097556342124
GO:0045606	0.00464076444369526	0.9996628833954684	3	21	positive regulation of epidermal cell differentiation	BP	0.47317862004170125
GO:0042572	0.004708499817238825	0.9994363748487692	4	37	retinol metabolic process	BP	0.477776909339628
GO:0004030	0.004943519841886635	0.9996326463386138	3	21	aldehyde dehydrogenase [NAD(P)+] activity	MF	0.4992245444155948
GO:0098911	0.00499861710190668	0.9998537850574163	2	11	regulation of ventricular cardiac muscle cell action potential	BP	0.5012367845759226
GO:0016323	0.005027933176363002	0.9986556560757058	8	217	basolateral plasma membrane	CC	0.5012367845759226
GO:0044409	0.00503469147778336	0.9989673443391418	6	120	symbiont entry into host	BP	0.5012367845759226
GO:0140678	0.005106064448865759	0.9978850696199578	16	433	molecular function inhibitor activity	MF	0.5059558509754024
GO:0051701	0.005204508313276566	0.9987542111046591	7	154	biological process involved in interaction with host	BP	0.5133007124299775
GO:0030449	0.005268410331855063	0.9996039934975112	3	19	regulation of complement activation	BP	0.5150540031416644
GO:0016101	0.0052830137141379584	0.9991145054291342	5	64	diterpenoid metabolic process	BP	0.5150540031416644
GO:0045295	0.005297335094051335	0.9998381133450979	2	12	gamma-catenin binding	MF	0.5150540031416644
GO:0002924	0.005319898260441715	0.999849623081228	2	8	negative regulation of humoral immune response mediated by circulating immunoglobulin	BP	0.5150540031416644
GO:0007010	0.005383267462533213	0.997158506126676	29	1247	cytoskeleton organization	BP	0.5188093290603926
GO:0002760	0.005639519575649358	0.9999153433453298	2	3	positive regulation of antimicrobial humoral response	BP	0.5389927727455269
GO:0005912	0.005643769675768098	0.9986246321658322	7	179	adherens junction	CC	0.5389927727455269
GO:0010817	0.005676733909379054	0.9977733010569105	14	415	regulation of hormone levels	BP	0.5396988553664609
GO:0042045	0.005724019465300124	0.9998234770044514	2	10	epithelial fluid transport	BP	0.5401850146450775
GO:0042044	0.005733035311309455	0.9995400229269644	3	27	fluid transport	BP	0.5401850146450775
GO:0002704	0.005880511950869823	0.9989839784440476	5	72	negative regulation of leukocyte mediated immunity	BP	0.5516181566002599
GO:0060706	0.005985028044333427	0.9995212072238783	3	22	cell differentiation involved in embryonic placenta development	BP	0.5589380615208023
GO:0043276	0.006185521011681065	0.9994816344915411	3	34	anoikis	BP	0.5751172091301346
GO:0004875	0.00624101494873879	0.9998083975747147	2	8	complement receptor activity	MF	0.5777318487196531
GO:0010950	0.006321417525553689	0.999835880482127	2	5	positive regulation of endopeptidase activity	BP	0.5826193811979745
GO:0030450	0.006416396013330181	0.9998175760900909	2	6	regulation of complement activation, classical pathway	BP	0.5888019750319426
GO:0010644	0.006492439540350805	0.9994496048237158	3	31	cell communication by electrical coupling	BP	0.5914763540661124
GO:0055078	0.006501587896490955	0.9994473803256697	3	32	sodium ion homeostasis	BP	0.5914763540661124
GO:0015267	0.00656121170313246	0.9977118292511855	11	344	channel activity	MF	0.5917988641295457
GO:0022803	0.00656121170313246	0.9977118292511855	11	344	passive transmembrane transporter activity	MF	0.5917988641295457
GO:0042634	0.006932132494610944	0.9994080945078532	3	25	regulation of hair cycle	BP	0.6222519243855806
GO:0043589	0.0069669536381541195	0.9997547168630951	2	12	skin morphogenesis	BP	0.6222519243855806
GO:0090136	0.0069872882630239086	0.9997507907527005	2	13	epithelial cell-cell adhesion	BP	0.6222519243855806
GO:0140962	0.0070501583446625484	0.9990258427118807	4	65	multicellular organismal-level chemical homeostasis	BP	0.6252127816069233
GO:0047498	0.007104133301955255	0.9997667462575958	2	8	calcium-dependent phospholipase A2 activity	MF	0.6273633366990278
GO:0051121	0.007478364507768042	0.9997478227494763	2	8	hepoxilin metabolic process	BP	0.6549309597549887
GO:0051122	0.007478364507768042	0.9997478227494763	2	8	hepoxilin biosynthetic process	BP	0.6549309597549887
GO:0016477	0.0075990762477496435	0.9958015212351138	31	1308	cell migration	BP	0.6626194340745363
GO:0002673	0.007633465519461036	0.9989476876080602	4	39	regulation of acute inflammatory response	BP	0.6626194340745363
GO:0070633	0.007660340278318338	0.9993076647010161	3	33	transepithelial transport	BP	0.6626194340745363
GO:0006672	0.007828692087946362	0.998539790800063	5	91	ceramide metabolic process	BP	0.6735020045272251
GO:0045124	0.0078616764495443	0.999282739191743	3	33	regulation of bone resorption	BP	0.6735020045272251
GO:0098632	0.007899281583380598	0.9988790274859473	4	56	cell-cell adhesion mediator activity	MF	0.6735020045272251
GO:0034109	0.007913792150229878	0.9985215510185927	5	88	homotypic cell-cell adhesion	BP	0.6735020045272251
GO:0009611	0.008139645943483563	0.9965516901797948	15	498	response to wounding	BP	0.6899412340689322
GO:0004111	0.008877788735754217	0.9997010625580748	2	6	creatine kinase activity	MF	0.7070852542367104
GO:0051886	0.009000655771023826	1	1	1	negative regulation of timing of anagen	BP	0.7070852542367104
GO:0005590	0.009000655771261228	1	1	1	collagen type VII trimer	CC	0.7070852542367104
GO:0098648	0.009000655771261228	1	1	1	collagen anchoring fibril	CC	0.7070852542367104
GO:0098652	0.009000655771261228	1	1	1	collagen type VII anchoring fibril	CC	0.7070852542367104
GO:0097234	0.009000655771263693	1	1	1	epidermal lamellar body membrane	CC	0.7070852542367104
GO:1904704	0.009000655771314455	1	1	1	positive regulation of protein localization to adherens junction	BP	0.7070852542367104
GO:0001861	0.009000655771337927	1	1	1	complement component C4b receptor activity	MF	0.7070852542367104
GO:0002435	0.009000655771337927	1	1	1	immune complex clearance by erythrocytes	BP	0.7070852542367104
GO:0004877	0.009000655771337927	1	1	1	complement component C3b receptor activity	MF	0.7070852542367104
GO:1900003	0.009000655771337927	1	1	1	regulation of serine-type endopeptidase activity	BP	0.7070852542367104
GO:1900004	0.009000655771337927	1	1	1	negative regulation of serine-type endopeptidase activity	BP	0.7070852542367104
GO:1900005	0.009000655771337927	1	1	1	positive regulation of serine-type endopeptidase activity	BP	0.7070852542367104
GO:1902572	0.009000655771337927	1	1	1	negative regulation of serine-type peptidase activity	BP	0.7070852542367104
GO:0045967	0.009000655791527083	1	1	1	negative regulation of growth rate	BP	0.7070852542367104
GO:0007499	0.009047889974790555	1	1	1	ectoderm and mesoderm interaction	BP	0.7070852542367104
