category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	padj
GO:0016672	1	0.9368716056047092	0	2	oxidoreductase activity, acting on a sulfur group of donors, quinone or similar compound as acceptor	MF	1
GO:0016708	1	0.9896094152540863	0	1	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of two atoms of oxygen into one donor	MF	1
GO:0016709	1	0.6800287147808339	0	29	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen	MF	1
GO:0016730	1	0.9716529763811301	0	2	oxidoreductase activity, acting on iron-sulfur proteins as donors	MF	1
GO:0016731	1	0.9716529763811301	0	2	oxidoreductase activity, acting on iron-sulfur proteins as donors, NAD or NADP as acceptor	MF	1
GO:0016741	1	0.1050709476577669	0	143	transferase activity, transferring one-carbon groups	MF	1
GO:0016747	1	0.08055478836067223	0	173	acyltransferase activity, transferring groups other than amino-acyl groups	MF	1
GO:0016757	1	0.06850243231601684	0	199	glycosyltransferase activity	MF	1
GO:0016758	1	0.1717325126200517	0	139	hexosyltransferase activity	MF	1
GO:0016763	1	0.5254153845228529	0	38	pentosyltransferase activity	MF	1
GO:0016765	1	0.3503866997918279	0	54	transferase activity, transferring alkyl or aryl (other than methyl) groups	MF	1
GO:0016776	1	0.5181302399366741	0	33	phosphotransferase activity, phosphate group as acceptor	MF	1
GO:0016779	1	0.15009560148722445	0	119	nucleotidyltransferase activity	MF	1
GO:0016791	1	0.04936488232303073	0	214	phosphatase activity	MF	1
GO:0016794	1	0.9907397394928134	0	1	diphosphoric monoester hydrolase activity	MF	1
GO:0016805	1	0.7900521027802286	0	15	dipeptidase activity	MF	1
GO:0016811	1	0.39874675019422057	0	57	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides	MF	1
GO:0016813	1	0.9293432963458681	0	5	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines	MF	1
GO:0016825	1	0.9356838183043521	0	2	hydrolase activity, acting on acid phosphorus-nitrogen bonds	MF	1
GO:0016830	1	0.5334836343054619	0	40	carbon-carbon lyase activity	MF	1
GO:0016831	1	0.6726041952843481	0	26	carboxy-lyase activity	MF	1
GO:0016854	1	0.7569319910874094	0	14	racemase and epimerase activity	MF	1
GO:0016859	1	0.4292937249097446	0	35	cis-trans isomerase activity	MF	1
GO:0016860	1	0.37950340628636653	0	46	intramolecular oxidoreductase activity	MF	1
GO:0016874	1	0.23913694409740172	0	110	ligase activity	MF	1
GO:0016877	1	0.657877979761495	0	33	ligase activity, forming carbon-sulfur bonds	MF	1
GO:0016878	1	0.7574115621624918	0	23	acid-thiol ligase activity	MF	1
GO:0016879	1	0.6324514258046325	0	38	ligase activity, forming carbon-nitrogen bonds	MF	1
GO:0016880	1	0.9909993442289536	0	1	acid-ammonia (or amide) ligase activity	MF	1
GO:0016881	1	0.7922375183933872	0	18	acid-amino acid ligase activity	MF	1
GO:0016891	1	0.5362634126546529	0	25	RNA endonuclease activity producing 5'-phosphomonoesters, hydrolytic mechanism	MF	1
GO:0016895	1	0.6096208427412814	0	25	DNA exonuclease activity, producing 5'-phosphomonoesters	MF	1
GO:0016896	1	0.5958143253159824	0	35	RNA exonuclease activity, producing 5'-phosphomonoesters	MF	1
GO:0016898	1	0.9729659120958067	0	1	oxidoreductase activity, acting on the CH-OH group of donors, cytochrome as acceptor	MF	1
GO:0016922	1	0.1697742815879298	0	129	nuclear receptor binding	MF	1
GO:0016925	1	0.4011811195126372	0	61	protein sumoylation	BP	1
GO:0017004	1	0.6619480792144975	0	22	cytochrome complex assembly	BP	1
GO:0017018	1	0.9820260281231777	0	2	myosin phosphatase activity	MF	1
GO:0017020	1	0.9455299270203592	0	6	myosin phosphatase regulator activity	MF	1
GO:0017025	1	0.6416370558304838	0	26	TBP-class protein binding	MF	1
GO:0017046	1	0.647742415930362	0	30	peptide hormone binding	MF	1
GO:0017069	1	0.4823826586965105	0	39	snRNA binding	MF	1
GO:0017080	1	0.56282767950113	0	37	sodium channel regulator activity	MF	1
GO:0017116	1	0.7445760213035655	0	23	single-stranded DNA helicase activity	MF	1
GO:0017121	1	0.7389921009232997	0	23	plasma membrane phospholipid scrambling	BP	1
GO:0017124	1	0.2041442645335417	0	109	SH3 domain binding	MF	1
GO:0017126	1	0.9820142151870023	0	2	nucleologenesis	BP	1
GO:0017145	1	0.5865568402034469	0	32	stem cell division	BP	1
GO:0017147	1	0.6895484738856249	0	27	Wnt-protein binding	MF	1
GO:0017156	1	0.5221989932463441	0	55	calcium-ion regulated exocytosis	BP	1
GO:0017158	1	0.6606897972855074	0	35	regulation of calcium ion-dependent exocytosis	BP	1
GO:0018021	1	0.9909384376472696	0	1	peptidyl-histidine methylation	BP	1
GO:0018064	1	0.9909384376472696	0	1	protein-L-histidine N-tele-methyltransferase activity	MF	1
GO:0018105	1	0.44755564698279243	0	66	peptidyl-serine phosphorylation	BP	1
GO:0018107	1	0.6930952022412904	0	32	peptidyl-threonine phosphorylation	BP	1
GO:0018158	1	0.9084534647387007	0	5	protein oxidation	BP	1
GO:0018195	1	0.9355105335798591	0	3	peptidyl-arginine modification	BP	1
GO:0018209	1	0.43081903915358083	0	67	peptidyl-serine modification	BP	1
GO:0018210	1	0.6930952022412904	0	32	peptidyl-threonine modification	BP	1
GO:0018216	1	0.9355105335798591	0	3	peptidyl-arginine methylation	BP	1
GO:0018230	1	0.8395988621361514	0	15	peptidyl-L-cysteine S-palmitoylation	BP	1
GO:0018231	1	0.8395988621361514	0	15	peptidyl-S-diacylglycerol-L-cysteine biosynthetic process from peptidyl-cysteine	BP	1
GO:0018279	1	0.4843920997587434	0	43	protein N-linked glycosylation via asparagine	BP	1
GO:0018364	1	0.9504359930009894	0	1	peptidyl-glutamine methylation	BP	1
GO:0018872	1	0.980074063222235	0	1	arsonoacetate metabolic process	BP	1
GO:0019003	1	0.3246260676823531	0	70	GDP binding	MF	1
GO:0019043	1	0.9656407132746341	0	2	establishment of viral latency	BP	1
GO:0019045	1	0.9494749060835207	0	4	latent virus replication	BP	1
GO:0019046	1	0.9494749060835207	0	4	release from viral latency	BP	1
GO:0019068	1	0.5735830034228552	0	31	virion assembly	BP	1
GO:0019076	1	0.6388167840659084	0	26	viral release from host cell	BP	1
GO:0019080	1	0.34286183997837055	0	77	viral gene expression	BP	1
GO:0019081	1	0.7476498004262597	0	24	viral translation	BP	1
GO:0019082	1	0.6774923550881662	0	30	viral protein processing	BP	1
GO:0019083	1	0.6719531679392037	0	24	viral transcription	BP	1
GO:0019085	1	0.9820793273461682	0	2	early viral transcription	BP	1
GO:0019203	1	0.8636590542966575	0	9	carbohydrate phosphatase activity	MF	1
GO:0019205	1	0.4794038765299394	0	36	nucleobase-containing compound kinase activity	MF	1
GO:0019209	1	0.1580384530225355	0	135	kinase activator activity	MF	1
GO:0019211	1	0.7431394021622253	0	25	phosphatase activator activity	MF	1
GO:0019213	1	0.6031307750757458	0	33	deacetylase activity	MF	1
GO:0019226	1	0.5026612758081452	0	54	transmission of nerve impulse	BP	1
GO:0019228	1	0.7354706366845968	0	27	neuronal action potential	BP	1
GO:0019230	1	0.9615743283532785	0	4	proprioception	BP	1
GO:0019276	1	0.9791847064535834	0	2	UDP-N-acetylgalactosamine metabolic process	BP	1
GO:0019287	1	0.9272756388862088	0	3	isopentenyl diphosphate biosynthetic process, mevalonate pathway	BP	1
GO:0019320	1	0.4694033420755877	0	43	hexose catabolic process	BP	1
GO:0019364	1	0.18803459221234536	0	95	pyridine nucleotide catabolic process	BP	1
GO:0019405	1	0.931301707839091	0	5	alditol catabolic process	BP	1
GO:0019407	1	0.9909993442289536	0	1	hexitol catabolic process	BP	1
GO:0019432	1	0.6937509166431679	0	29	triglyceride biosynthetic process	BP	1
GO:0019474	1	0.9408552665895337	0	4	L-lysine catabolic process to acetyl-CoA	BP	1
GO:0019477	1	0.9408552665895337	0	4	L-lysine catabolic process	BP	1
GO:0019478	1	0.9849234617806436	0	1	D-amino acid catabolic process	BP	1
GO:0019527	1	0.9909993442289536	0	1	pentitol catabolic process	BP	1
GO:0019530	1	0.8749085018522369	0	10	taurine metabolic process	BP	1
GO:0019646	1	0.07943014300680816	0	71	aerobic electron transport chain	BP	1
GO:0019694	1	0.8749085018522369	0	10	alkanesulfonate metabolic process	BP	1
GO:0019706	1	0.7610848679845081	0	24	protein-cysteine S-palmitoyltransferase activity	MF	1
GO:0019707	1	0.7610848679845081	0	24	protein-cysteine S-acyltransferase activity	MF	1
GO:0019751	1	0.2687340441158142	0	85	polyol metabolic process	BP	1
GO:0019771	1	0.9762887969397868	0	1	high-affinity IgG receptor activity	MF	1
GO:0019783	1	0.3377248445205744	0	92	ubiquitin-like protein peptidase activity	MF	1
GO:0019789	1	0.6976387325598232	0	26	SUMO transferase activity	MF	1
GO:0019805	1	0.9322064307532063	0	4	quinolinate biosynthetic process	BP	1
GO:0019815	1	0.8750481249035522	0	4	B cell receptor complex	CC	1
GO:0019843	1	0.23066644750163512	0	59	rRNA binding	MF	1
GO:0019867	1	0.029627175300519202	0	215	outer membrane	CC	1
GO:0019884	1	0.3926008144007456	0	46	antigen processing and presentation of exogenous antigen	BP	1
GO:0019886	1	0.5714265237087748	0	27	antigen processing and presentation of exogenous peptide antigen via MHC class II	BP	1
GO:0019894	1	0.6494348826446938	0	39	kinesin binding	MF	1
GO:0019897	1	0.38926539601388915	0	89	extrinsic component of plasma membrane	CC	1
GO:0019905	1	0.4816122481520626	0	54	syntaxin binding	MF	1
GO:0019908	1	0.6983502025618323	0	26	nuclear cyclin-dependent protein kinase holoenzyme complex	CC	1
GO:0019914	1	0.4467986692970763	0	45	cyclin-dependent protein kinase regulator activity	MF	1
GO:0019915	1	0.26118296102319405	0	81	lipid storage	BP	1
GO:0019956	1	0.6539093182737808	0	27	chemokine binding	MF	1
GO:0019976	1	0.951693493554349	0	3	interleukin-2 binding	MF	1
GO:0019981	1	0.9820793273459105	0	2	interleukin-6 binding	MF	1
GO:0021510	1	0.3556909293231831	0	79	spinal cord development	BP	1
GO:0021511	1	0.8463215042902252	0	14	spinal cord patterning	BP	1
GO:0021515	1	0.6046202278469563	0	37	cell differentiation in spinal cord	BP	1
GO:0021517	1	0.6176584201614829	0	36	ventral spinal cord development	BP	1
GO:0021522	1	0.7056497601818135	0	24	spinal cord motor neuron differentiation	BP	1
GO:0021523	1	0.972742847846476	0	3	somatic motor neuron differentiation	BP	1
GO:0021530	1	0.9437838750843713	0	3	spinal cord oligodendrocyte cell fate specification	BP	1
GO:0021532	1	0.6512731860804281	0	29	neural tube patterning	BP	1
GO:0021536	1	0.416325238883634	0	58	diencephalon development	BP	1
GO:0021537	1	0.04886956422251135	0	241	telencephalon development	BP	1
GO:0021542	1	0.7982381813599619	0	17	dentate gyrus development	BP	1
GO:0021543	1	0.14313517443241383	0	165	pallium development	BP	1
GO:0021544	1	0.7458685943407946	0	24	subpallium development	BP	1
GO:0021545	1	0.5242244824165341	0	50	cranial nerve development	BP	1
GO:0021549	1	0.3218486307673234	0	90	cerebellum development	BP	1
GO:0021554	1	0.8052052866772395	0	16	optic nerve development	BP	1
GO:0021568	1	0.9465622399210506	0	2	rhombomere 2 development	BP	1
GO:0021575	1	0.6163302137931889	0	38	hindbrain morphogenesis	BP	1
GO:0021578	1	0.9195484455613594	0	5	hindbrain maturation	BP	1
GO:0021587	1	0.645988722639611	0	36	cerebellum morphogenesis	BP	1
GO:0021591	1	0.6124584059059941	0	32	ventricular system development	BP	1
GO:0021594	1	0.9874473366121995	0	1	rhombomere formation	BP	1
GO:0021595	1	0.9874473366121995	0	1	rhombomere structural organization	BP	1
GO:0021602	1	0.7331706001661946	0	26	cranial nerve morphogenesis	BP	1
GO:0021603	1	0.9264182669268501	0	7	cranial nerve formation	BP	1
GO:0021630	1	0.9909993442286051	0	1	olfactory nerve maturation	BP	1
GO:0021659	1	0.9874473366121995	0	1	rhombomere 3 structural organization	BP	1
GO:0021660	1	0.9874473366121995	0	1	rhombomere 3 formation	BP	1
GO:0021664	1	0.9874473366121995	0	1	rhombomere 5 morphogenesis	BP	1
GO:0021665	1	0.9874473366121995	0	1	rhombomere 5 structural organization	BP	1
GO:0021666	1	0.9874473366121995	0	1	rhombomere 5 formation	BP	1
GO:0021675	1	0.35284643487882444	0	80	nerve development	BP	1
GO:0021680	1	0.7328167737308272	0	23	cerebellar Purkinje cell layer development	BP	1
GO:0021683	1	0.9281951715034021	0	7	cerebellar granular layer morphogenesis	BP	1
GO:0021685	1	0.9909993442289544	0	1	cerebellar granular layer structural organization	BP	1
GO:0021693	1	0.9812676659416801	0	2	cerebellar Purkinje cell layer structural organization	BP	1
GO:0021695	1	0.5525095904320817	0	46	cerebellar cortex development	BP	1
GO:0021696	1	0.6892259508279271	0	31	cerebellar cortex morphogenesis	BP	1
GO:0021698	1	0.9812676659416801	0	2	cerebellar cortex structural organization	BP	1
GO:0021761	1	0.28900332712701254	0	97	limbic system development	BP	1
GO:0021762	1	0.5224698520731216	0	43	substantia nigra development	BP	1
GO:0021766	1	0.39210076577293856	0	76	hippocampus development	BP	1
GO:0021768	1	0.989311272584812	0	1	nucleus accumbens development	BP	1
GO:0021772	1	0.6745483700271264	0	31	olfactory bulb development	BP	1
GO:0021793	1	0.9909993442282562	0	1	chemorepulsion of branchiomotor axon	BP	1
GO:0021795	1	0.628099901942991	0	46	cerebral cortex cell migration	BP	1
GO:0021799	1	0.692515450743102	0	36	cerebral cortex radially oriented cell migration	BP	1
GO:0021801	1	0.7534977556212534	0	27	cerebral cortex radial glia-guided migration	BP	1
GO:0021846	1	0.7970538500010907	0	23	cell proliferation in forebrain	BP	1
GO:0021861	1	0.9087959210482996	0	6	forebrain radial glial cell differentiation	BP	1
GO:0021872	1	0.3706408929822319	0	73	forebrain generation of neurons	BP	1
GO:0021877	1	0.9278686449422385	0	6	forebrain neuron fate commitment	BP	1
GO:0021879	1	0.4036339180668405	0	65	forebrain neuron differentiation	BP	1
GO:0021884	1	0.6554917287161774	0	30	forebrain neuron development	BP	1
GO:0021885	1	0.5547577174095635	0	58	forebrain cell migration	BP	1
GO:0021895	1	0.6898574580207331	0	24	cerebral cortex neuron differentiation	BP	1
GO:0021952	1	0.7541340082383141	0	25	central nervous system projection neuron axonogenesis	BP	1
GO:0021953	1	0.08881347655613685	0	186	central nervous system neuron differentiation	BP	1
GO:0021954	1	0.3731346269355098	0	79	central nervous system neuron development	BP	1
GO:0021955	1	0.7067311955709652	0	32	central nervous system neuron axonogenesis	BP	1
GO:0021983	1	0.6279147961132902	0	30	pituitary gland development	BP	1
GO:0021987	1	0.2617069407916276	0	116	cerebral cortex development	BP	1
GO:0021988	1	0.6608327738658992	0	33	olfactory lobe development	BP	1
GO:0022007	1	0.9682374324556782	0	3	convergent extension involved in neural plate elongation	BP	1
GO:0022009	1	0.9630998167212113	0	4	central nervous system vasculogenesis	BP	1
GO:0022011	1	0.7195115239997804	0	27	myelination in peripheral nervous system	BP	1
GO:0022029	1	0.5744309414290428	0	55	telencephalon cell migration	BP	1
GO:0022030	1	0.7534977556212534	0	27	telencephalon glial cell migration	BP	1
GO:0022037	1	0.2927076438785225	0	98	metencephalon development	BP	1
GO:0022038	1	0.7095038639861159	0	26	corpus callosum development	BP	1
GO:0022406	1	0.33827538191645024	0	78	membrane docking	BP	1
GO:0022602	1	0.6032986668677728	0	40	ovulation cycle process	BP	1
GO:0022613	1	4.414943781476166e-4	0	388	ribonucleoprotein complex biogenesis	BP	1
GO:0022616	1	0.5644584646646346	0	36	DNA strand elongation	BP	1
GO:0022618	1	0.04845812061586962	0	163	protein-RNA complex assembly	BP	1
GO:0022624	1	0.6069360631725745	0	24	proteasome accessory complex	CC	1
GO:0022625	1	0.2120614358397426	0	53	cytosolic large ribosomal subunit	CC	1
GO:0022626	1	0.05001093514795939	0	106	cytosolic ribosome	CC	1
GO:0022627	1	0.29828983894247363	0	37	cytosolic small ribosomal subunit	CC	1
GO:0022824	1	0.6290920677390527	0	38	transmitter-gated monoatomic ion channel activity	MF	1
GO:0022835	1	0.6290920677390527	0	38	transmitter-gated channel activity	MF	1
GO:0022884	1	0.6169231039454793	0	28	macromolecule transmembrane transporter activity	MF	1
GO:0022898	1	0.3557172784704396	0	64	regulation of transmembrane transporter activity	BP	1
GO:0022900	1	0.04641895072062087	0	101	electron transport chain	BP	1
GO:0022904	1	0.0534287053177252	0	92	respiratory electron transport chain	BP	1
GO:0023019	1	0.5800439676751457	0	30	signal transduction involved in regulation of gene expression	BP	1
GO:0023021	1	0.9712258098372006	0	2	termination of signal transduction	BP	1
GO:0023024	1	0.8566681088122288	0	7	MHC class I protein complex binding	MF	1
GO:0023030	1	0.9909993442280827	0	1	MHC class Ib protein binding, via antigen binding groove	MF	1
GO:0030011	1	0.8469255736716587	0	13	maintenance of cell polarity	BP	1
GO:0030014	1	0.8418459843461412	0	14	CCR4-NOT complex	CC	1
GO:0030032	1	0.4482736501188913	0	62	lamellipodium assembly	BP	1
GO:0030041	1	0.1455893320251148	0	131	actin filament polymerization	BP	1
GO:0030042	1	0.581226263445705	0	49	actin filament depolymerization	BP	1
GO:0030043	1	0.9400818320550995	0	4	actin filament fragmentation	BP	1
GO:0030071	1	0.2757665345042646	0	84	regulation of mitotic metaphase/anaphase transition	BP	1
GO:0030101	1	0.21471990474980462	0	76	natural killer cell activation	BP	1
GO:0030107	1	0.9896094152540863	0	1	HLA-A specific inhibitory MHC class I receptor activity	MF	1
GO:0030109	1	0.9896094152540863	0	1	HLA-B specific inhibitory MHC class I receptor activity	MF	1
GO:0030122	1	0.8582610337386091	0	11	AP-2 adaptor complex	CC	1
GO:0030128	1	0.8582610337386091	0	11	clathrin coat of endocytic vesicle	CC	1
GO:0030137	1	0.6574369069837772	0	21	COPI-coated vesicle	CC	1
GO:0030151	1	0.9813957817461832	0	2	molybdenum ion binding	MF	1
GO:0030157	1	0.8562533374677196	0	10	pancreatic juice secretion	BP	1
GO:0030159	1	0.5210840998216367	0	50	signaling receptor complex adaptor activity	MF	1
GO:0030160	1	0.9644783401427854	0	4	synaptic receptor adaptor activity	MF	1
GO:0030165	1	0.4800081716510451	0	66	PDZ domain binding	MF	1
GO:0030166	1	0.38200900755356776	0	76	proteoglycan biosynthetic process	BP	1
GO:0030167	1	0.8132860854844309	0	16	proteoglycan catabolic process	BP	1
GO:0030170	1	0.5842991864990449	0	38	pyridoxal phosphate binding	MF	1
GO:0030175	1	0.3232242127854625	0	92	filopodium	CC	1
GO:0030194	1	0.7435201767176199	0	22	positive regulation of blood coagulation	BP	1
GO:0030199	1	0.5035322904534016	0	60	collagen fibril organization	BP	1
GO:0030200	1	0.8797849173341016	0	10	heparan sulfate proteoglycan catabolic process	BP	1
GO:0030201	1	0.6308311177181325	0	41	heparan sulfate proteoglycan metabolic process	BP	1
GO:0030203	1	0.4955864200765959	0	52	glycosaminoglycan metabolic process	BP	1
GO:0030211	1	0.9837868460507759	0	1	heparin proteoglycan catabolic process	BP	1
GO:0030212	1	0.6721984461426004	0	27	hyaluronan metabolic process	BP	1
GO:0030214	1	0.8411552872237701	0	12	hyaluronan catabolic process	BP	1
GO:0030215	1	0.763369307581357	0	23	semaphorin receptor binding	MF	1
GO:0030218	1	0.13274659888863988	0	124	erythrocyte differentiation	BP	1
GO:0030219	1	0.5188932219517469	0	43	megakaryocyte differentiation	BP	1
GO:0030224	1	0.6346354062233509	0	34	monocyte differentiation	BP	1
GO:0030225	1	0.4328417307812792	0	61	macrophage differentiation	BP	1
GO:0030226	1	0.973239230229514	0	3	apolipoprotein receptor activity	MF	1
GO:0030239	1	0.4212578452143388	0	63	myofibril assembly	BP	1
GO:0030261	1	0.7654979885780747	0	26	chromosome condensation	BP	1
GO:0030262	1	0.6206836790573812	0	26	apoptotic nuclear changes	BP	1
GO:0030279	1	0.6071641359515668	0	34	negative regulation of ossification	BP	1
GO:0030286	1	0.645922529774609	0	34	dynein complex	CC	1
GO:0030295	1	0.17962523033001818	0	127	protein kinase activator activity	MF	1
GO:0030296	1	0.6435140796173004	0	32	protein tyrosine kinase activator activity	MF	1
GO:0030308	1	0.13489947849578476	0	143	negative regulation of cell growth	BP	1
GO:0030309	1	0.8968989908302506	0	7	poly-N-acetyllactosamine metabolic process	BP	1
GO:0030311	1	0.8968989908302506	0	7	poly-N-acetyllactosamine biosynthetic process	BP	1
GO:0030325	1	0.6706654113366397	0	24	adrenal gland development	BP	1
GO:0030330	1	0.23874707529401043	0	73	DNA damage response, signal transduction by p53 class mediator	BP	1
GO:0030331	1	0.6156255961309278	0	35	nuclear estrogen receptor binding	MF	1
GO:0030345	1	0.9872169034629663	0	1	structural constituent of tooth enamel	MF	1
GO:0030366	1	0.9906430128075479	0	1	molybdopterin synthase activity	MF	1
GO:0030429	1	0.9909993442281403	0	1	kynureninase activity	MF	1
GO:0030478	1	0.9630849698546687	0	4	actin cap	CC	1
GO:0030488	1	0.6298389666396487	0	31	tRNA methylation	BP	1
GO:0030490	1	0.42300041129895827	0	47	maturation of SSU-rRNA	BP	1
GO:0030496	1	0.07511242502130812	0	182	midbody	CC	1
GO:0030510	1	0.27463989087376345	0	90	regulation of BMP signaling pathway	BP	1
GO:0030512	1	0.28656977739385087	0	88	negative regulation of transforming growth factor beta receptor signaling pathway	BP	1
GO:0030513	1	0.6484862865547737	0	31	positive regulation of BMP signaling pathway	BP	1
GO:0030514	1	0.4602939796030696	0	51	negative regulation of BMP signaling pathway	BP	1
GO:0030515	1	0.5573410477733515	0	29	snoRNA binding	MF	1
GO:0030516	1	0.422980761415102	0	75	regulation of axon extension	BP	1
GO:0030517	1	0.7043849328191027	0	30	negative regulation of axon extension	BP	1
GO:0030521	1	0.6106261015038784	0	44	androgen receptor signaling pathway	BP	1
GO:0030532	1	0.2152014081725448	0	69	small nuclear ribonucleoprotein complex	CC	1
GO:0030534	1	0.16768476132681354	0	127	adult behavior	BP	1
GO:0030544	1	0.5400794295895369	0	42	Hsp70 protein binding	MF	1
GO:0030547	1	0.6191229500061313	0	27	signaling receptor inhibitor activity	MF	1
GO:0030551	1	0.7026528997241928	0	26	cyclic nucleotide binding	MF	1
GO:0030594	1	0.4587999347970133	0	58	neurotransmitter receptor activity	MF	1
GO:0030628	1	0.9425632191229095	0	5	pre-mRNA 3'-splice site binding	MF	1
GO:0030641	1	0.28101134615398154	0	75	regulation of cellular pH	BP	1
GO:0030656	1	0.7726891407126794	0	10	regulation of vitamin metabolic process	BP	1
GO:0030670	1	0.26015475558331846	0	77	phagocytic vesicle membrane	CC	1
GO:0030684	1	0.13556279131215357	0	94	preribosome	CC	1
GO:0030689	1	0.946791968196635	0	3	Noc complex	CC	1
GO:0030692	1	0.9558892487683619	0	2	Noc4p-Nop14p complex	CC	1
GO:0030695	1	0.00518472212682279	0	438	GTPase regulator activity	MF	1
GO:0030705	1	0.09472038102402211	0	176	cytoskeleton-dependent intracellular transport	BP	1
GO:0030731	1	0.9659861412799571	0	1	guanidinoacetate N-methyltransferase activity	MF	1
GO:0030791	1	0.980074063222235	0	1	arsenite methyltransferase activity	MF	1
GO:0030810	1	0.8487167792732033	0	9	positive regulation of nucleotide biosynthetic process	BP	1
GO:0030811	1	0.41822429813067225	0	49	regulation of nucleotide catabolic process	BP	1
GO:0030812	1	0.7401177892038375	0	17	negative regulation of nucleotide catabolic process	BP	1
GO:0030832	1	0.16558782279333714	0	126	regulation of actin filament length	BP	1
GO:0030833	1	0.21338978253085664	0	108	regulation of actin filament polymerization	BP	1
GO:0030834	1	0.6030316288498592	0	45	regulation of actin filament depolymerization	BP	1
GO:0030835	1	0.6818646096448451	0	36	negative regulation of actin filament depolymerization	BP	1
GO:0030837	1	0.6176160710683037	0	46	negative regulation of actin filament polymerization	BP	1
GO:0030838	1	0.4608866070567204	0	42	positive regulation of actin filament polymerization	BP	1
GO:0030851	1	0.5778443582773457	0	37	granulocyte differentiation	BP	1
GO:0030863	1	0.31248159910683054	0	94	cortical cytoskeleton	CC	1
GO:0030864	1	0.42555439872379447	0	68	cortical actin cytoskeleton	CC	1
GO:0030865	1	0.5242587099793653	0	52	cortical cytoskeleton organization	BP	1
GO:0030866	1	0.6770907560782359	0	36	cortical actin cytoskeleton organization	BP	1
GO:0030867	1	0.6056085370167229	0	24	rough endoplasmic reticulum membrane	CC	1
GO:0030878	1	0.6882978615010519	0	25	thyroid gland development	BP	1
GO:0030880	1	0.19159722927023384	0	96	RNA polymerase complex	CC	1
GO:0030886	1	0.9376700822024416	0	4	negative regulation of myeloid dendritic cell activation	BP	1
GO:0030900	1	0.011705964812359597	0	339	forebrain development	BP	1
GO:0030901	1	0.3260132298466545	0	76	midbrain development	BP	1
GO:0030902	1	0.18086523622080933	0	133	hindbrain development	BP	1
GO:0030947	1	0.6218451217171421	0	31	regulation of vascular endothelial growth factor receptor signaling pathway	BP	1
GO:0030964	1	0.24562219912844774	0	39	NADH dehydrogenase complex	CC	1
GO:0030968	1	0.30644023640492835	0	84	endoplasmic reticulum unfolded protein response	BP	1
GO:0030970	1	0.6887252094168854	0	26	retrograde protein transport, ER to cytosol	BP	1
GO:0030971	1	0.3767827732913108	0	70	receptor tyrosine kinase binding	MF	1
GO:0030981	1	0.9557959506743161	0	5	cortical microtubule cytoskeleton	CC	1
GO:0030984	1	0.9404837776266975	0	2	kininogen binding	MF	1
GO:0031005	1	0.88590278053074345	0	11	filamin binding	MF	1
GO:0031016	1	0.46633158085515247	0	62	pancreas development	BP	1
GO:0031018	1	0.6260250803306672	0	36	endocrine pancreas development	BP	1
GO:0031023	1	0.14050183966675053	0	143	microtubule organizing center organization	BP	1
GO:0031035	1	0.9909993442289544	0	1	myosin filament disassembly	BP	1
GO:0031037	1	0.9909993442289544	0	1	myosin II filament disassembly	BP	1
GO:0031045	1	0.5982623002949621	0	31	dense core granule	CC	1
GO:0031047	1	0.2791197463294823	0	104	regulatory ncRNA-mediated gene silencing	BP	1
GO:0031054	1	0.8942584799781815	0	9	pre-miRNA processing	BP	1
GO:0031055	1	0.7974101998221063	0	9	chromatin remodeling at centromere	BP	1
GO:0031072	1	0.2192323246460691	0	107	heat shock protein binding	MF	1
GO:0031076	1	0.6806062811999772	0	34	embryonic camera-type eye development	BP	1
GO:0031088	1	0.9387128492936951	0	6	platelet dense granule membrane	CC	1
GO:0031091	1	0.37236005523977056	0	73	platelet alpha granule	CC	1
GO:0031093	1	0.4901795662562967	0	50	platelet alpha granule lumen	CC	1
GO:0031098	1	0.5181122523190769	0	48	stress-activated protein kinase signaling cascade	BP	1
GO:0031100	1	0.4868748455661353	0	47	animal organ regeneration	BP	1
GO:0031102	1	0.48815880710544507	0	51	neuron projection regeneration	BP	1
GO:0031103	1	0.5188439826231611	0	45	axon regeneration	BP	1
GO:0031106	1	0.97388984487599906	0	2	septin ring organization	BP	1
GO:0031116	1	0.6715832933628522	0	31	positive regulation of microtubule polymerization	BP	1
GO:0031122	1	0.5095300360813174	0	57	cytoplasmic microtubule organization	BP	1
GO:0031123	1	0.3017268240417326	0	80	RNA 3'-end processing	BP	1
GO:0031124	1	0.5835691324481489	0	39	mRNA 3'-end processing	BP	1
GO:0031128	1	0.6755732388549969	0	30	developmental induction	BP	1
GO:0031163	1	0.556145646436313	0	23	metallo-sulfur cluster assembly	BP	1
GO:0031201	1	0.46577751338934853	0	44	SNARE complex	CC	1
GO:0031207	1	0.9909993442289544	0	1	Sec62/Sec63 complex	CC	1
GO:0031209	1	0.8925422346820677	0	10	SCAR complex	CC	1
GO:0031234	1	0.6460590289899797	0	40	extrinsic component of cytoplasmic side of plasma membrane	CC	1
GO:0031248	1	0.27273841422379597	0	82	protein acetyltransferase complex	CC	1
